institution;country;production;year
Queensborough Community College, CUNY;United States;84;2018
Shih Hsin University;Taiwan;65;2018
Clarion University;United States;42;2018
Sendai University;Japan;139;2018
Indian Institute of Technology Goa;India;78;2018
Northwest University of Politics and Law;China;21;2018
Yanka Kupala State University of Grodno;Belarus;72;2018
Universidad Nacional Pedro Ruíz Gallo;Peru;85;2018
New England College of Optometry;United States;57;2018
Arunai Engineering College;India;83;2018
Centro Universitário Belas Artes de São Paulo;Brazil;111;2018
Escuela Nacional de Salud Pública;Cuba;63;2018
École Nationale Supérieure des Arts et Industries Textiles;France;98;2018
Northwest Missouri State University;United States;56;2018
Strathmore University;Kenya;78;2018
Goa Medical College;India;87;2018
University of Teacher Education Fukuoka;Japan;15;2018
University of Arts;Albania;55;2018
State University of Infrastructure and Technologies;Ukraine;105;2018
Abasyn University;Pakistan;70;2018
Northwestern State University;United States;35;2018
Kingsborough Community College;United States;59;2018
Islamic Azad University Boroujerd Branch;Iran;109;2018
Ashland University;United States;49;2018
Azerbaijan Technical University;Azerbaijan;61;2018
Institut catholique de toulouse;France;85;2018
North Bengal Agricultural University;India;100;2018
Ukrainian Free University;Germany;51;2018
Institute of Infrastructure Technology Research and Management;India;141;2018
Kamianets-Podіlskyi Ivan Ohiienko National University;Ukraine;60;2018
Isfahan University of Art;Iran;144;2018
University of Nyíregyháza;Hungary;71;2018
Eastern New Mexico University;United States;45;2018
New Jersey City University;United States;91;2018
National Institute of Technology, Numazu College;Japan;37;2018
Namangan Engineering Pedagogical Institute;Uzbekistan;20;2018
Islamic Azad University, Dezful Branch;Iran;86;2018
Hokkai Gakuen University;Japan;56;2018
Universitas Muara Bungo;Indonesia;110;2018
Universidad Isabel I;Spain;116;2018
University of Professional Studies;Ghana;67;2018
Durango Institute of Technology;Mexico;59;2018
Uczelnia Łazarskiego;Poland;110;2018
Saratov State Agrarian University named after N.I .Vavilov;Russia;95;2018
Centro Universitário Herminio Ometto de Araras;Brazil;96;2018
École Nationale Supérieure de Chimie, de Biologie et de Physique;France;52;2018
University of Kigali;Rwanda;66;2018
Meenakshi Ammal Dental College and Hospital;India;55;2018
KR Mangalam University;India;34;2018
Prefectural University of Kumamoto;Japan;75;2018
Nakhon Pathom Rajabhat University;Thailand;131;2018
College of Saint Benedict and Saint John's University;United States;53;2018
Hanoi Open University;Vietnam;6;2018
Bankura Sammilani Medical College;India;67;2018
Tashkent State Agrarian University;Uzbekistan;12;2018
Central University of the Caribbean;Puerto Rico;52;2018
Gujarat Ayurved University;India;84;2018
University of Raparin;Iraq;31;2018
Inspiration Innovation Synergy University;India;99;2018
National Quemoy University;Taiwan;85;2018
Mahatma Gandhi Mission Medical College and Hospital;India;103;2018
Baltic State Technical University Voenmeh;Russia;82;2018
University of Computer Studies Mandalay;Myanmar;55;2018
Al Azhar University;Qatar;116;2018
Elmhurst College;United States;44;2018
Sussex County Community College;United States;20;2018
Karakalpak State University;Uzbekistan;27;2018
University of Science and Technology Chittagong;Bangladesh;56;2018
EU Business School;Switzerland;60;2018
Nil Ratan Sircar Medical College and Hospital;India;68;2018
NationsUniversity;United States;19;2018
Beit Berl College;Israel;89;2018
Universidad Abierta;Mexico;70;2018
Faculdades Integradas de São Paulo;Brazil;83;2018
University of South Carolina Upstate;United States;55;2018
University of Applied Sciences Worms;Germany;77;2018
Abbès Laghrour University of Khenchela;Algeria;105;2018
World University of Bangladesh;Bangladesh;68;2018
University of the Pacific;Peru;119;2018
Aichi Medical University Hospital;Japan;93;2018
Universidad Católica de Pereira;Colombia;64;2018
Wroclaw University of Applied Informatics "Horizon";Poland;56;2018
Samara State University of Social Sciences and Education;Russia;101;2018
Universidad Católica Cecilio Acosta;Venezuela;75;2018
National Institute of Technology, Suzuka College;Japan;39;2018
Dr. Rajendra Prasad Government Medical College;India;118;2018
Institut National Polytechnique de Lorraine;France;1;2018
The Royal College Of Anesthesiologists Of Thailand;Thailand;68;2018
Universidad Colegio Mayor de Cundinamarca;Colombia;54;2018
Pearl River Community College;United States;2;2018
University of Bangui;Central African Republic;69;2018
National Institute of Technology Nagaland;India;96;2018
Institut Sains & Teknologi Akprind Yogyakarta;Indonesia;140;2018
Instituto Politécnico de Tomar;Portugal;78;2018
Saxion;The Netherlands;83;2018
Loewe Center for Synthetic Microbiology;Germany;92;2018
Nanjing Sport Institute;China;17;2018
Institut Seni Indonesia Padangpanjang;Indonesia;111;2018
Universitas Abdurrab;Indonesia;142;2018
Savannah State University;United States;68;2018
A. N. Kosygin Moscow State Textile University;Russia;32;2018
Kyushu Kyoritsu University;Japan;24;2018
Deccan College of Medical Sciences;India;83;2018
Marian University - Indiana;United States;74;2018
Kunming Metallurgy College;China;44;2018
Applied Science University;Bahrain;53;2018
Jiangsu Food and Pharmaceutical Science College;China;43;2018
Vincennes University;United States;70;2018
Centre Universitaire Jean-François-Champollion;France;99;2018
Gamal Abdel Nasser University of Conakry;Guinea;69;2018
Leibniz University of Applied Sciences;Germany;36;2018
Inner Mongolia University of Finance and Economics;China;42;2018
Aga Khan University;Tanzania;40;2018
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences;India;93;2018
Hadhramout University;Yemen;67;2018
Centro Universitário Barão de Mauá;Brazil;63;2018
Uzbek State University of World Languages;Uzbekistan;13;2018
Universidad Europea del Atlántico;Spain;48;2018
University of Warith Al-Anbiyaa;Iraq;11;2018
Kano State University of Technology;Nigeria;130;2018
Keck Graduate Institute;United States;67;2018
Borough of Manhattan Community College;United States;103;2018
University of Kota;India;93;2018
Universitas Abulyatama;Indonesia;98;2018
Bule Hora University;Ethiopia;25;2018
IU International University of Applied Sciences;Germany;6;2018
World Maritime University;Sweden;81;2018
Santosh University;India;64;2018
Zhangzhou Vocational and Technical College;China;19;2018
School of Pedagogical and Technological Education;Greece;90;2018
CUNY Advanced Science Research Center;United States;97;2018
Universidad a Distancia de Madrid;Spain;59;2018
Qom University of Technology;Iran;99;2018
Bay State College;United States;53;2018
Clayton State University;United States;72;2018
Bingham University;Nigeria;66;2018
D. Serikbayev East Kazakhstan State Technical University;Kazakhstan;55;2018
Poltava V.G. Korolenko National Pedagogical University;Ukraine;44;2018
Indian Institute of Foreign Trade;India;84;2018
Centro Universitário Leonardo da Vinci;Brazil;64;2018
TiFN;The Netherlands;46;2018
National Institute of Pharmaceutical Education and Research;India;64;2018
Guangdong Food and Drug Vocational College;China;53;2018
Institute of Chemistry, Technology and Metallurgy;Serbia;50;2018
Himalayan University;India;40;2018
Universidad Nacional Experimental Francisco de Miranda;Venezuela;73;2018
Vasil Levski National Military University;Bulgaria;210;2018
Moscow State University of Food Production;Russia;52;2018
Northwood University;United States;19;2018
Veer Bahadur Singh Purvanchal University;India;59;2018
Columbia College - South Carolina;United States;25;2018
European Faculty of Law;Slovenia;31;2018
Odessa State Academy of Civil Engineering and Architecture;Ukraine;97;2018
Institute of Science Tokyo;Japan;1;2018
European School of Management and Technology;Germany;112;2018
St. Edward's University;United States;72;2018
Visayas State University;Philippines;104;2018
Heliopolis University;Egypt;67;2018
Académie de Montpellier;France;101;2018
Widya Gama Mahakam University;Indonesia;106;2018
University Alto Vale do Rio do Peixe;Brazil;117;2018
Zaporizhzhya National University;Ukraine;80;2018
Islamic Azad University, Babol;Iran;98;2018
Northeastern State University;United States;105;2018
Chengdu Technological University;China;57;2018
Newcastle University Medicine Malaysia;Malaysia;75;2018
Perm State Pharmaceutical Academy;Russia;34;2018
University B.D.T College of Engineering;India;118;2018
Vietnam Academy of Social Sciences;Vietnam;69;2018
Ohu University;Japan;44;2018
Minhaj University Lahore;Pakistan;21;2018
Universitas Muhammadiyah Gorontalo;Indonesia;113;2018
Universidad Rafael Belloso Chacín;Venezuela;42;2018
University of Humanities and Economics in Lodz;Poland;80;2018
Bellevue College;United States;47;2018
Pushpagiri Medical College;India;76;2018
Bauchi State University;Nigeria;110;2018
Indian Institute of Public Health Gandhinagar;India;97;2018
University of Algiers 3;Algeria;53;2018
Komatsu University;Japan;24;2018
Technical College of Applied Sciences;Serbia;95;2018
Bhavnagar University;India;63;2018
Berlin University of the Arts;Germany;61;2018
City College of San Francisco;United States;58;2018
Antioch University;United States;57;2018
Novosibirsk State University of Economics and Management;Russia;84;2018
Université du Burundi;Burundi;55;2018
Maharaj Vijayaram Gajapathi Raj College of Engineering;India;126;2018
Sichuan Tourism University;China;34;2018
National Institute of Technology, Matsue College;Japan;67;2018
Institut Supérieur de Gestion de Tunis;Tunisia;116;2018
Stavropol State Medical University;Russia;85;2018
Zhenjiang College;China;21;2018
Yaroslavl State Technical University;Russia;42;2018
Duhok Polytechnic University;Iraq;58;2018
Universidad Católica Santo Domingo;Dominican Republic;64;2018
Qingdao Huanghai University;China;50;2018
Faesa Centro Universitario;Brazil;172;2018
Criminal Investigation Police University of China;China;38;2018
Brandenburg University of Applied Sciences;Germany;52;2018
HESAM Université;France;21;2018
Zittau/Görlitz University of Applied Sciences;Germany;105;2018
Central Ukrainian National Technical University;Ukraine;76;2018
Newham College;United Kingdom;13;2018
Institut za Reumatologiju;Serbia;42;2018
Eastern Oregon University;United States;43;2018
VinUniversity;Vietnam;7;2018
Miami Dade College;United States;62;2018
College of Europe;Belgium;90;2018
National Forensic Sciences University;India;48;2018
Universidad Manuela Beltrán;Colombia;114;2018
Everglades University;United States;54;2018
Kibbutzim College of Education, Technology and the Arts;Israel;76;2018
New Economic School;Russia;74;2018
Universitas Prof Dr Moestopo;Indonesia;113;2018
Guangdong Police College;China;20;2018
Central State Medical Academy;Russia;55;2018
Hangzhou Wanxiang Polytechnic;China;22;2018
Sebha University;Libya;61;2018
Pakistan Institute of Development Economics;Pakistan;84;2018
University of La Guajira;Colombia;142;2018
Zimbabwe Open University;Zimbabwe;79;2018
Université de Thiès;Senegal;83;2018
Don State Agrarian University;Russia;83;2018
Hunan Academy of Traditional Chinese Medicine;China;43;2018
Université Djilali Bounaama Khemis Miliana;Algeria;114;2018
Mediterranean Agronomic Institute of Chania;Greece;69;2018
London School of Business and Management;United Kingdom;68;2018
Kwararafa University;Nigeria;95;2018
Facultad Latinoamericana de Ciencias Argentina;Argentina;54;2018
St. George's School;United States;59;2018
New Mexico Highlands University;United States;33;2018
National University of Catamarca;Argentina;65;2018
National Institute of Technology, Tomakomai College;Japan;65;2018
Desh Bhagat University;India;44;2018
Westminster College - Pennsylvania;United States;47;2018
European University at Saint Petersburg;Russia;103;2018
Volgograd State Agricultural University;Russia;71;2018
Universidad Argentina de la Empresa;Argentina;53;2018
Universitas Panca Marga;Indonesia;57;2018
Roanoke College;United States;54;2018
Bochum University of Applied Sciences;Germany;58;2018
Jinnah University for Women;Pakistan;83;2018
Institución Universitaria Esumer;Colombia;80;2018
Islamic Azad University Dental Branch of Tehran;Iran;109;2018
Shangqiu Institute of Technology;China;22;2018
Military University Hospital Prague;Czechia;59;2018
Canadian Memorial Chiropractic College;Canada;50;2018
Faculdade Única;Brazil;67;2018
Thiel College;United States;39;2018
Islamic Azad University of Gorgan;Iran;122;2018
Universitas Satya Negara Indonesia;Indonesia;72;2018
An Giang University;Vietnam;66;2018
Nilai University;Malaysia;118;2018
International Burch University;Bosnia and Herzegovina;111;2018
Université de Kisangani;DR Congo;109;2018
International University of Japan;Japan;50;2018
Sokoto State University;Nigeria;69;2018
Accademia Albertina delle Belle Arti;Italy;72;2018
Uman National University of Horticulture;Ukraine;110;2018
Logistics University of People's Armed Police Force;China;121;2018
Autonomous University of Lisbon;Portugal;77;2018
Min-Hwei College of Health Care Management;Taiwan;75;2018
Augustana University;United States;62;2018
Islamic Azad University Bandar Abbas;Iran;114;2018
Agricultural University Plovdiv;Bulgaria;75;2018
Universidad Andina Simón Bolívar;Bolivia;76;2018
Kyoritsu Women's University;Japan;19;2018
John Marshall Law School;United States;23;2018
Almaty Technological University;Kazakhstan;52;2018
Corporación Universitaria Rafael Nuñez;Colombia;100;2018
Federal University Lokoja;Nigeria;53;2018
Centro Universitário de Várzea Grande;Brazil;92;2018
Universidad Tecnológica de Aguascalientes;Mexico;80;2018
Indian Institute of Management Ranchi;India;39;2018
Mattu University;Ethiopia;22;2018
Dr. Ram Manohar Lohia Avadh University;India;56;2018
Almaty University of Power Engineering and Telecommunications;Kazakhstan;88;2018
Faculdade São Lucas;Brazil;80;2018
École Nationale d'Agriculture de Meknès;Morocco;87;2018
Institut Agama Islam Negeri Kendari;Indonesia;80;2018
Marie Cederschiöld University;Sweden;76;2018
University of International Business;Kazakhstan;102;2018
Universidade Estadual de Roraima;Brazil;123;2018
PRIST University;India;101;2018
Canadian University of Dubai;United Arab Emirates;56;2018
State University of Novi Pazar;Serbia;124;2018
Misurata University;Libya;94;2018
Mongolian University of Life Sciences;Mongolia;107;2018
Technische Hochschule Augsburg;Germany;110;2018
Universidad Católica San Pablo;Peru;91;2018
Aleksandras Stulginskis University;Lithuania;260;2018
Institute of Educational Sciences;Moldova;79;2018
Universitas Jayabaya;Indonesia;43;2018
Wingate University;United States;97;2018
Amala Institute of Medical Sciences;India;51;2018
National University of Ukraine on Physical Education and Sport;Ukraine;121;2018
Klabat University;Indonesia;69;2018
Universidad Metropolitana;Ecuador;138;2018
Sup de Co Marrakech;Morocco;78;2018
Solamalai College of Engineering;India;101;2018
University of Applied Science and Technology;Iran;85;2018
Toyama College;Japan;93;2018
Japan University of Economics;Japan;55;2018
Cheju Halla University;South Korea;27;2018
CollegeAmerica;United States;8;2018
James Cook University Singapore;Singapore;72;2018
National University of Formosa;Argentina;52;2018
Wheaton College - Massachusetts;United States;65;2018
University of Georgia;Georgia;47;2018
Pontificia Universidad Católica Madre y Maestra;Dominican Republic;59;2018
Turan University;Kazakhstan;63;2018
University of Economics and Law;Vietnam;42;2018
Higher Institute of Technologies and Applied Sciences;Cuba;74;2018
McDaniel College;United States;43;2018
Fatima Jinnah Medical University;Pakistan;51;2018
Universidad Latina;Mexico;115;2018
Morehouse College;United States;42;2018
Batumi Shota Rustaveli State University;Georgia;81;2018
National Agrarian University;Nicaragua;73;2018
Union Institute & University;United States;15;2018
EM Strasbourg Business School;France;66;2018
Pontifical Gregorian University;Italy;65;2018
Centro Universitário Lusíada;Brazil;67;2018
Wuhan Technology and Business University;China;90;2018
Sendai National College of Technology;Japan;46;2018
Nawi Graz;Austria;115;2018
Heihe University;China;138;2018
Suihua University;China;35;2018
Shreemati Nathibai Damodar Thackersey Women's University;India;67;2018
Karnataka Veterinary Animal and Fisheries Sciences University;India;61;2018
Hochschule Bremerhaven;Germany;41;2018
Akademia Pożarnicza;Poland;174;2018
University of Applied Sciences Ravensburg-Weingarten;Germany;62;2018
American Military Academy;Puerto Rico;49;2018
Pandit Bhagwat Dayal Sharma University of Health Sciences;India;48;2018
Universidad Pedagógica de Pinar del Río Rafael María de Mendive;Cuba;1;2018
Delta State University;United States;67;2018
Dubai Medical College;United Arab Emirates;89;2018
Vienna Center for Quantum Science and Technology;Austria;107;2018
Institut Ilmu Kesehatan STRADA Indonesia;Indonesia;3;2018
Nicolae Bălcescu Land Forces Academy;Romania;122;2018
Universidade Católica de Petrópolis;Brazil;91;2018
Université Mohammed VI des Sciences de la Santé;Morocco;40;2018
Jiangmen Polytechnic;China;36;2018
Aarupadai Veedu Medical College & Hospital;India;59;2018
Malatya Turgut Özal Üniversitesi;Türkiye;12;2018
Universitas Islam As-Syafi'iyah;Indonesia;93;2018
Universidad Nacional de la Amazonía Peruana;Peru;70;2018
Ashkelon Academic College;Israel;79;2018
St. Mary's College;Japan;27;2018
Russian University of Cooperation;Russia;42;2018
Saitama Prefectural University;Japan;57;2018
Federal University Birnin Kebbi;Nigeria;87;2018
Nagasaki International University;Japan;50;2018
Jerash University;Jordan;52;2018
European Graduate School of Neuroscience;The Netherlands;28;2018
Yaroslavl State Pedagogical University;Russia;45;2018
Tokyo Kasei University;Japan;42;2018
Beijing Administration Institute;China;130;2018
Nordhausen University of Applied Sciences;Germany;39;2018
Universidad Católica de Santa Fe;Argentina;147;2018
Mykolayiv National Agrarian University;Ukraine;90;2018
Avrasya University;Türkiye;75;2018
Universiti Tun Abdul Razak;Malaysia;100;2018
Kalinga University;India;23;2018
Suzhou Vocational Health College;China;29;2018
Instituto de Biologia Molecular e Celular;Portugal;53;2018
MVJ College of Engineering;India;54;2018
Bangladesh University;Bangladesh;51;2018
Laboratoire Universitaire Histoire Cultures Italie Europe;France;176;2018
Institute of American Indian Arts;United States;55;2018
National Academy for Public Administration under the President of Ukraine;Ukraine;101;2018
Hamburger Fern-Hochschule;Germany;46;2018
Universidade Estadual do Amapá;Brazil;84;2018
Kursk State University;Russia;58;2018
Gordon College;United States;43;2018
Kalasalingam Academy of Research and Education;India;406;2018
Nara Women's University;Japan;259;2018
Suleyman Demirel University;Kazakhstan;472;2018
University Ferhat Abbas of Setif;Algeria;627;2018
Government Medical College;India;562;2018
HES-SO University of Applied Sciences and Arts Western Switzerland;Switzerland;591;2018
Rivers State University;Nigeria;446;2018
Osaka Institute of Technology;Japan;351;2018
UIN Sunan Ampel Surabaya;Indonesia;479;2018
Allameh Tabataba'i University;Iran;751;2018
San Antonio College;United States;649;2018
Universidade Federal de Ciências da Saúde de Porto Alegre;Brazil;571;2018
Maharshi Dayanand University;India;529;2018
Yerevan State University;Armenia;329;2018
Eastern Mediterranean University;Cyprus;534;2018
Changsha University;China;440;2018
State University of Gorontalo;Indonesia;433;2018
National University of Life and Environmental Sciences of Ukraine;Ukraine;532;2018
University of Oradea;Romania;413;2018
Universitas Informatika dan Bisnis Indonesia;Indonesia;226;2018
Giessen School of Theology;Germany;186;2018
La Roche College;United States;85;2018
Manchester University;United States;232;2018
Al-Azhar University;Indonesia;708;2018
Universitas Islam Negeri Sultan Syarif Kasim Riau;Indonesia;560;2018
Dhaka Medical College and Hospital;Bangladesh;396;2018
University of Puerto Rico at Río Piedras;Puerto Rico;341;2018
Federal Center for Technological Education of Minas Gerais;Brazil;617;2018
Ladoke Akintola University of Technology;Nigeria;455;2018
Guru Gobind Singh Indraprastha University;India;567;2018
Universidade Federal do Recôncavo da Bahia;Brazil;621;2018
City University of Macau;Macao;207;2018
L. N. Gumilyov Eurasian National University;Kazakhstan;395;2018
Institut National des Langues et Civilisations Orientales;France;446;2018
Istanbul Aydın University;Türkiye;609;2018
Jefferson College;United States;143;2018
Texas A&M University at Qatar;Qatar;678;2018
National Changhua University of Education;Taiwan;326;2018
Ōtani University;Japan;283;2018
Victor Babeș University of Medicine and Pharmacy Timișoara;Romania;399;2018
Universidad Autónoma de Chile;Chile;670;2018
Malikussaleh University;Indonesia;692;2018
National Technical University "Kharkiv Polytechnic Institute";Ukraine;534;2018
University of Malawi;Malawi;476;2018
University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca;Romania;340;2018
Okanagan University College;Canada;509;2018
Academic Center for Dentistry Amsterdam;The Netherlands;288;2018
Tangshan College;China;86;2018
Yuriy Fedkovych Chernivtsi National University;Ukraine;515;2018
Tokyo University of Pharmacy and Life Sciences;Japan;261;2018
Université d'Évry Val-d'Essonne;France;438;2018
University of Douala;Cameroon;426;2018
Weifang University;China;209;2018
University of Applied Sciences Mainz;Germany;386;2018
MIT University;North Macedonia;520;2018
Institut Sains dan Teknologi Terpadu Surabaya;Indonesia;637;2018
Golestan University;Iran;564;2018
Brighton and Sussex Medical School;United Kingdom;495;2018
New York State College of Veterinary Medicine;United States;224;2018
Universidad Independiente;Costa Rica;393;2018
Islamic University;Bangladesh;452;2018
Knoxville College;United States;386;2018
Nagaoka University;Japan;289;2018
JSS Academy of Higher Education and Research;India;425;2018
National Defense Academy of Japan;Japan;268;2018
Stockholm School of Economics;Sweden;307;2018
Universidade do Estado de Minas Gerais;Brazil;588;2018
The Federal Polytechnic, Ado-Ekiti;Nigeria;477;2018
University of Prishtina;Kosovo;647;2018
Saint Mary's University;Canada;306;2018
Bryn Mawr College;United States;174;2018
Hindustan Institute of Technology and Science;India;411;2018
Institut catholique de paris;France;479;2018
Samara State Technical University;Russia;591;2018
University of Education;Pakistan;283;2018
Universidad Pontificia Comillas;Spain;492;2018
Universitas Muhammadiyah Sumatera Utara;Indonesia;651;2018
Can Tho University;Vietnam;335;2018
Heritage Christian University;United States;5;2018
National Chiayi University;Taiwan;398;2018
Fusion Academy;United States;224;2018
Changchun University;China;156;2018
Muhammadiyah University of Makassar;Indonesia;476;2018
UCSI University;Malaysia;390;2018
Norwegian School of Economics;Norway;326;2018
Oles Honchar Dnipro National University;Ukraine;447;2018
Institute of Post Graduate Medical Education and Research;India;309;2018
Sri Sivasubramaniya Nadar College of Engineering;India;498;2018
Universitas Islam Makassar;Indonesia;461;2018
Osaka University of Pharmaceutical Sciences;Japan;146;2018
Instituto Politécnico de Leiria;Portugal;417;2018
Indian Institute of Technology Bhubaneswar;India;558;2018
California State University, San Bernardino;United States;267;2018
University of Banja Luka;Bosnia and Herzegovina;575;2018
Finland University;Finland;458;2018
Iraqi University;Iraq;149;2018
University of Jammu;India;378;2018
Instituto Federal Goiano;Brazil;723;2018
Université Djilali de Sidi Bel Abbès;Algeria;541;2018
Vytautas Magnus University;Lithuania;357;2018
University of Nusa Cendana;Indonesia;392;2018
Methodist University of Piracicaba;Brazil;338;2018
University of Batna 1;Algeria;597;2018
Medical College and Hospital, Kolkata;India;336;2018
Université Oran 1 Ahmed Ben Bella;Algeria;495;2018
Port Said University;Egypt;389;2018
York University;United States;217;2018
Karlsruhe University of Applied Sciences;Germany;188;2018
Collegium Medicum in Bydgoszcz;Poland;529;2018
Universitas Palembang;Indonesia;509;2018
Université Le Havre Normandie;France;321;2018
Suffolk University;United States;244;2018
Sultan Agung Islamic University;Indonesia;808;2018
Manouba University;Tunisia;456;2018
Ştefan cel Mare University of Suceava;Romania;591;2018
Siddhartha Medical College;India;402;2018
Zhongkai University of Agriculture and Engineering;China;190;2018
Kyoto Bunkyo University;Japan;190;2018
Universidad Católica de Murcia;Spain;504;2018
Federal Institute of São Paulo;Brazil;718;2018
Banasthali University;India;483;2018
University of Camagüey;Cuba;461;2018
University of the Philippines Manila;Philippines;335;2018
New York University Press;United States;346;2018
University of Buea;Cameroon;400;2018
Universitas Pembangunan Nasional Veteran Jakarta;Indonesia;246;2018
College of Business Administration;Latvia;164;2018
Washington State University Tri-Cities;United States;48;2018
Irvine University;United States;354;2018
Trinity University;United States;205;2018
Islamic Azad University North Tehran Branch;Iran;517;2018
Lehman College;United States;279;2018
HAW Hamburg;Germany;400;2018
Zhejiang University of Finance and Economics;China;348;2018
University of Maiduguri;Nigeria;443;2018
Edinburgh College;United Kingdom;311;2018
Manado State University;Indonesia;548;2018
Hitotsubashi University;Japan;322;2018
Indonesia Open University;Indonesia;213;2018
Universidad del Desarrollo;Chile;474;2018
Universitas 17 Agustus 1945 Surabaya;Indonesia;576;2018
University of Business and Technology;Saudi Arabia;222;2018
Slovak University of Agriculture in Nitra;Slovakia;407;2018
Pontifícia Universidade Católica de Goiás;Brazil;431;2018
Shaanxi University of Technology;China;213;2018
Kemerovo State University;Russia;398;2018
Shandong University of Finance and Economics;China;361;2018
M S Ramaiah University of Applied Sciences;India;465;2018
National University of Kaohsiung;Taiwan;266;2018
Państwowa Wyższa Szkoła Zawodowa w Ciechanowie;Poland;362;2018
Universitas Pembangunan Nasional Veteran Yogyakarta;Indonesia;423;2018
Universidad Autónoma de Ciudad Juárez;Mexico;591;2018
Amsterdam University of Applied Sciences;The Netherlands;333;2018
Shenzhen Institute of Information Technology;China;336;2018
Kazan State Technological University;Russia;329;2018
University of Okara;Pakistan;179;2018
Kanazawa Institute of Technology;Japan;226;2018
Bogomolets National Medical University;Ukraine;543;2018
University of Veterinary Medicine;Hungary;333;2018
Hubei Normal University;China;175;2018
National University of Uzbekistan;Uzbekistan;155;2018
Narsee Monjee Institute of Management Studies;India;376;2018
Birla Institute of Technology and Science - Hyderabad Campus;India;340;2018
Adolfo Ibáñez University;Chile;402;2018
National Kaohsiung University of Science and Technology;Taiwan;498;2018
Yaroslav-the-Wise Novgorod State University;Russia;290;2018
University of Primorska;Slovenia;381;2018
University of Blida;Algeria;538;2018
Universitas Muhammadiyah Jakarta;Indonesia;400;2018
Osaka Metropolitan University;Japan;1;2018
Universitas Prima Indonesia;Indonesia;172;2018
Federal University of Technology Owerri;Nigeria;318;2018
Centro Universitário de Araraquara;Brazil;386;2018
Dokkyo University;Japan;41;2018
Thi Qar University;Iraq;166;2018
École Centrale de Nantes;France;423;2018
Harvard–MIT Division of Health Sciences and Technology;United States;274;2018
Purdue University Northwest;United States;408;2018
Istinye University;Türkiye;217;2018
BI Norwegian Business School;Norway;425;2018
University of Kinshasa;DR Congo;336;2018
Universidade do Oeste Paulista;Brazil;617;2018
Trinity College;Canada;85;2018
Hochschule Düsseldorf University of Applied Sciences;Germany;330;2018
École Nationale Supérieure d'Ingénieurs de Caen;France;312;2018
National Formosa University;Taiwan;267;2018
Ovidius University;Romania;349;2018
Volgograd State Technical University;Russia;523;2018
Islamic Azad University of Najafabad;Iran;537;2018
University for Development Studies;Ghana;368;2018
Institut Polytechnique de Paris;France;482;2018
Islamic Azad University Medical Branch of Tehran;Iran;357;2018
Michael Okpara University of Agriculture;Nigeria;456;2018
University of Lucerne;Switzerland;303;2018
Lagos State University;Nigeria;331;2018
Islamic Azad University, Karaj;Iran;491;2018
Tianjin University of Commerce;China;193;2018
Naval Aeronautical and Astronautical University;China;95;2018
National Pedagogic University;Mexico;336;2018
Grammar School;Slovakia;23;2018
University of Medical Sciences, Ondo;Nigeria;75;2018
Universidad de Ciencias Médicas de Villa Clara;Cuba;138;2018
Universitas Muhammadiyah Kalimantan Timur;Indonesia;57;2018
Shenzhen MSU-BIT University;China;1;2018
Harrisburg University of Science and Technology;United States;43;2018
Institute of Public Health of Vojvodina;Serbia;52;2018
Noorul Islam College of Dental Science;India;71;2018
Faculdades EST;Brazil;75;2018
University of Nagasaki;Japan;59;2018
Instituto Tecnológico de Saltillo;Mexico;76;2018
Universitas Harapan Medan;Indonesia;83;2018
Earlham College;United States;44;2018
National Metallurgical Academy of Ukraine;Ukraine;138;2018
Quchan University of Advanced Technology;Iran;102;2018
National Institute of Technology, Oyama College;Japan;30;2018
Antioch College;United States;8;2018
Melaka Manipal Medical College;India;110;2018
San Cristóbal of Huamanga University;Peru;93;2018
Institute of Business Administration Karachi;Pakistan;77;2018
Pt. Jawahar Lal Nehru Memorial Medical College;India;132;2018
Erasmus University College Brussels;Belgium;11;2018
Swami Vivekananda Yoga Anusandhana Samsthana;India;78;2018
Atlanta Technical College;United States;49;2018
National University of Villa María;Argentina;103;2018
Humanitarian Institute;Russia;51;2018
Kazan State Agrarian University;Russia;106;2018
Ningbo Polytechnic;China;13;2018
Interuniversity Consortium for Magnetic Resonance;Italy;73;2018
University Centre of Legal Medicine;Switzerland;80;2018
University of Economics Varna;Bulgaria;157;2018
Pwani University;Kenya;93;2018
McGill University and Génome Québec Innovation Centre;Canada;99;2018
Nagaoka National College of Technology;Japan;45;2018
Bogdan Khmelnitsky Melitopol State Pedagogical University;Ukraine;69;2018
ACPM Dental College and Hospital;India;99;2018
WSB Merito University in Wroclaw;Poland;88;2018
Sarah Lawrence College;United States;34;2018
New York College of Podiatric Medicine;United States;20;2018
Henan Institute of Education;China;13;2018
Modern University for Information and Technology;Egypt;38;2018
National Institute of Fitness and Sports in Kanoya;Japan;67;2018
Xi'an Physical Education University;China;11;2018
Basic Education College;Kuwait;47;2018
Tama University;Japan;101;2018
Gwinnett College;United States;110;2018
Al Zawiya University;Libya;54;2018
Voronezh State Pedagogical University;Russia;71;2018
Comprehensive Research Organization for Science and Society;Japan;103;2018
Stuttgart Media University;Germany;72;2018
California Lutheran University;United States;74;2018
Islamic Azad University, Zahedan Branch;Iran;85;2018
Liceo scientifico statale Ulisse Dini;Italy;57;2018
