institution;country;production;year
Northwest University of Politics and Law;China;18;2015
Yanka Kupala State University of Grodno;Belarus;40;2015
Universidad Nacional Pedro Ruíz Gallo;Peru;73;2015
New England College of Optometry;United States;30;2015
Arunai Engineering College;India;76;2015
Centro Universitário Belas Artes de São Paulo;Brazil;94;2015
Escuela Nacional de Salud Pública;Cuba;145;2015
École Nationale Supérieure des Arts et Industries Textiles;France;41;2015
Northwest Missouri State University;United States;56;2015
Strathmore University;Kenya;46;2015
Goa Medical College;India;54;2015
University of Teacher Education Fukuoka;Japan;37;2015
University of Arts;Albania;132;2015
State University of Infrastructure and Technologies;Ukraine;8;2015
Abasyn University;Pakistan;32;2015
Northwestern State University;United States;45;2015
Kingsborough Community College;United States;73;2015
Islamic Azad University Boroujerd Branch;Iran;95;2015
Ashland University;United States;69;2015
Azerbaijan Technical University;Azerbaijan;44;2015
Institut catholique de toulouse;France;54;2015
North Bengal Agricultural University;India;54;2015
Ukrainian Free University;Germany;94;2015
Institute of Infrastructure Technology Research and Management;India;17;2015
Kamianets-Podіlskyi Ivan Ohiienko National University;Ukraine;18;2015
Isfahan University of Art;Iran;57;2015
University of Nyíregyháza;Hungary;44;2015
Eastern New Mexico University;United States;47;2015
New Jersey City University;United States;27;2015
National Institute of Technology, Numazu College;Japan;46;2015
Namangan Engineering Pedagogical Institute;Uzbekistan;16;2015
Islamic Azad University, Dezful Branch;Iran;75;2015
Hokkai Gakuen University;Japan;48;2015
Universitas Muara Bungo;Indonesia;6;2015
Universidad Isabel I;Spain;14;2015
University of Professional Studies;Ghana;29;2015
Durango Institute of Technology;Mexico;61;2015
Uczelnia Łazarskiego;Poland;62;2015
Saratov State Agrarian University named after N.I .Vavilov;Russia;21;2015
Centro Universitário Herminio Ometto de Araras;Brazil;87;2015
École Nationale Supérieure de Chimie, de Biologie et de Physique;France;38;2015
University of Kigali;Rwanda;27;2015
Meenakshi Ammal Dental College and Hospital;India;47;2015
KR Mangalam University;India;7;2015
Prefectural University of Kumamoto;Japan;50;2015
Nakhon Pathom Rajabhat University;Thailand;36;2015
College of Saint Benedict and Saint John's University;United States;71;2015
Hanoi Open University;Vietnam;8;2015
Bankura Sammilani Medical College;India;85;2015
Tashkent State Agrarian University;Uzbekistan;4;2015
Central University of the Caribbean;Puerto Rico;55;2015
Gujarat Ayurved University;India;92;2015
University of Raparin;Iraq;10;2015
Inspiration Innovation Synergy University;India;64;2015
National Quemoy University;Taiwan;66;2015
Mahatma Gandhi Mission Medical College and Hospital;India;49;2015
Baltic State Technical University Voenmeh;Russia;35;2015
University of Computer Studies Mandalay;Myanmar;260;2015
Al Azhar University;Qatar;35;2015
Elmhurst College;United States;54;2015
Sussex County Community College;United States;32;2015
Karakalpak State University;Uzbekistan;12;2015
University of Science and Technology Chittagong;Bangladesh;40;2015
EU Business School;Switzerland;42;2015
Nil Ratan Sircar Medical College and Hospital;India;57;2015
NationsUniversity;United States;35;2015
Beit Berl College;Israel;63;2015
Universidad Abierta;Mexico;67;2015
Faculdades Integradas de São Paulo;Brazil;60;2015
University of South Carolina Upstate;United States;52;2015
University of Applied Sciences Worms;Germany;35;2015
Abbès Laghrour University of Khenchela;Algeria;46;2015
World University of Bangladesh;Bangladesh;51;2015
University of the Pacific;Peru;49;2015
Aichi Medical University Hospital;Japan;29;2015
Universidad Católica de Pereira;Colombia;101;2015
Wroclaw University of Applied Informatics "Horizon";Poland;44;2015
Samara State University of Social Sciences and Education;Russia;44;2015
Universidad Católica Cecilio Acosta;Venezuela;42;2015
National Institute of Technology, Suzuka College;Japan;89;2015
Dr. Rajendra Prasad Government Medical College;India;99;2015
Institut National Polytechnique de Lorraine;France;4;2015
The Royal College Of Anesthesiologists Of Thailand;Thailand;21;2015
Universidad Colegio Mayor de Cundinamarca;Colombia;88;2015
Pearl River Community College;United States;3;2015
University of Bangui;Central African Republic;43;2015
National Institute of Technology Nagaland;India;51;2015
Institut Sains & Teknologi Akprind Yogyakarta;Indonesia;29;2015
Instituto Politécnico de Tomar;Portugal;55;2015
Saxion;The Netherlands;90;2015
Loewe Center for Synthetic Microbiology;Germany;79;2015
Nanjing Sport Institute;China;29;2015
Institut Seni Indonesia Padangpanjang;Indonesia;17;2015
Universitas Abdurrab;Indonesia;17;2015
Savannah State University;United States;53;2015
A. N. Kosygin Moscow State Textile University;Russia;1;2015
Kyushu Kyoritsu University;Japan;17;2015
Deccan College of Medical Sciences;India;59;2015
Marian University - Indiana;United States;42;2015
Kunming Metallurgy College;China;50;2015
Applied Science University;Bahrain;22;2015
Jiangsu Food and Pharmaceutical Science College;China;22;2015
Vincennes University;United States;57;2015
Centre Universitaire Jean-François-Champollion;France;70;2015
Gamal Abdel Nasser University of Conakry;Guinea;38;2015
Leibniz University of Applied Sciences;Germany;62;2015
Inner Mongolia University of Finance and Economics;China;31;2015
Aga Khan University;Tanzania;77;2015
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences;India;84;2015
Hadhramout University;Yemen;32;2015
Centro Universitário Barão de Mauá;Brazil;47;2015
Uzbek State University of World Languages;Uzbekistan;6;2015
Universidad Europea del Atlántico;Spain;22;2015
Kano State University of Technology;Nigeria;34;2015
Keck Graduate Institute;United States;53;2015
Borough of Manhattan Community College;United States;61;2015
University of Kota;India;72;2015
Universitas Abulyatama;Indonesia;12;2015
Bule Hora University;Ethiopia;8;2015
IU International University of Applied Sciences;Germany;0;2015
World Maritime University;Sweden;41;2015
Santosh University;India;66;2015
Zhangzhou Vocational and Technical College;China;35;2015
School of Pedagogical and Technological Education;Greece;64;2015
CUNY Advanced Science Research Center;United States;18;2015
Universidad a Distancia de Madrid;Spain;57;2015
Qom University of Technology;Iran;60;2015
Bay State College;United States;45;2015
Clayton State University;United States;57;2015
Bingham University;Nigeria;60;2015
D. Serikbayev East Kazakhstan State Technical University;Kazakhstan;45;2015
Poltava V.G. Korolenko National Pedagogical University;Ukraine;12;2015
Indian Institute of Foreign Trade;India;31;2015
Centro Universitário Leonardo da Vinci;Brazil;117;2015
TiFN;The Netherlands;130;2015
National Institute of Pharmaceutical Education and Research;India;81;2015
Guangdong Food and Drug Vocational College;China;63;2015
Institute of Chemistry, Technology and Metallurgy;Serbia;56;2015
Himalayan University;India;24;2015
Universidad Nacional Experimental Francisco de Miranda;Venezuela;59;2015
Vasil Levski National Military University;Bulgaria;105;2015
Moscow State University of Food Production;Russia;35;2015
Northwood University;United States;33;2015
Veer Bahadur Singh Purvanchal University;India;21;2015
Columbia College - South Carolina;United States;36;2015
European Faculty of Law;Slovenia;56;2015
Odessa State Academy of Civil Engineering and Architecture;Ukraine;32;2015
Institute of Science Tokyo;Japan;3;2015
European School of Management and Technology;Germany;90;2015
St. Edward's University;United States;64;2015
Visayas State University;Philippines;43;2015
Heliopolis University;Egypt;27;2015
Académie de Montpellier;France;52;2015
Widya Gama Mahakam University;Indonesia;15;2015
University Alto Vale do Rio do Peixe;Brazil;25;2015
Zaporizhzhya National University;Ukraine;41;2015
Islamic Azad University, Babol;Iran;79;2015
Northeastern State University;United States;25;2015
Chengdu Technological University;China;58;2015
Newcastle University Medicine Malaysia;Malaysia;97;2015
Perm State Pharmaceutical Academy;Russia;37;2015
University B.D.T College of Engineering;India;45;2015
Vietnam Academy of Social Sciences;Vietnam;29;2015
Ohu University;Japan;48;2015
Minhaj University Lahore;Pakistan;14;2015
Universitas Muhammadiyah Gorontalo;Indonesia;13;2015
Universidad Rafael Belloso Chacín;Venezuela;71;2015
University of Humanities and Economics in Lodz;Poland;40;2015
Bellevue College;United States;47;2015
Pushpagiri Medical College;India;78;2015
Bauchi State University;Nigeria;51;2015
Indian Institute of Public Health Gandhinagar;India;42;2015
University of Algiers 3;Algeria;34;2015
Komatsu University;Japan;1;2015
Technical College of Applied Sciences;Serbia;61;2015
Bhavnagar University;India;116;2015
Berlin University of the Arts;Germany;54;2015
City College of San Francisco;United States;41;2015
Antioch University;United States;104;2015
Novosibirsk State University of Economics and Management;Russia;20;2015
Université du Burundi;Burundi;34;2015
Maharaj Vijayaram Gajapathi Raj College of Engineering;India;55;2015
Sichuan Tourism University;China;48;2015
National Institute of Technology, Matsue College;Japan;36;2015
Institut Supérieur de Gestion de Tunis;Tunisia;92;2015
Stavropol State Medical University;Russia;60;2015
Zhenjiang College;China;18;2015
Yaroslavl State Technical University;Russia;27;2015
Duhok Polytechnic University;Iraq;10;2015
Universidad Católica Santo Domingo;Dominican Republic;25;2015
Qingdao Huanghai University;China;31;2015
Faesa Centro Universitario;Brazil;126;2015
Criminal Investigation Police University of China;China;60;2015
Brandenburg University of Applied Sciences;Germany;95;2015
HESAM Université;France;3;2015
Zittau/Görlitz University of Applied Sciences;Germany;83;2015
Central Ukrainian National Technical University;Ukraine;17;2015
Newham College;United Kingdom;36;2015
Institut za Reumatologiju;Serbia;24;2015
Eastern Oregon University;United States;45;2015
VinUniversity;Vietnam;4;2015
Miami Dade College;United States;49;2015
College of Europe;Belgium;101;2015
National Forensic Sciences University;India;28;2015
Universidad Manuela Beltrán;Colombia;107;2015
Everglades University;United States;43;2015
Kibbutzim College of Education, Technology and the Arts;Israel;64;2015
New Economic School;Russia;75;2015
Universitas Prof Dr Moestopo;Indonesia;23;2015
Guangdong Police College;China;41;2015
Central State Medical Academy;Russia;7;2015
Hangzhou Wanxiang Polytechnic;China;35;2015
Sebha University;Libya;42;2015
Pakistan Institute of Development Economics;Pakistan;49;2015
University of La Guajira;Colombia;63;2015
Zimbabwe Open University;Zimbabwe;116;2015
Université de Thiès;Senegal;58;2015
Don State Agrarian University;Russia;18;2015
Hunan Academy of Traditional Chinese Medicine;China;25;2015
Université Djilali Bounaama Khemis Miliana;Algeria;61;2015
Mediterranean Agronomic Institute of Chania;Greece;45;2015
London School of Business and Management;United Kingdom;71;2015
Kwararafa University;Nigeria;24;2015
Facultad Latinoamericana de Ciencias Argentina;Argentina;76;2015
St. George's School;United States;31;2015
New Mexico Highlands University;United States;31;2015
National University of Catamarca;Argentina;62;2015
National Institute of Technology, Tomakomai College;Japan;53;2015
Desh Bhagat University;India;29;2015
Westminster College - Pennsylvania;United States;50;2015
European University at Saint Petersburg;Russia;33;2015
Volgograd State Agricultural University;Russia;29;2015
Universidad Argentina de la Empresa;Argentina;40;2015
Universitas Panca Marga;Indonesia;34;2015
Roanoke College;United States;45;2015
Bochum University of Applied Sciences;Germany;48;2015
Jinnah University for Women;Pakistan;101;2015
Institución Universitaria Esumer;Colombia;79;2015
Islamic Azad University Dental Branch of Tehran;Iran;84;2015
Shangqiu Institute of Technology;China;41;2015
Military University Hospital Prague;Czechia;66;2015
Canadian Memorial Chiropractic College;Canada;56;2015
Faculdade Única;Brazil;46;2015
Thiel College;United States;27;2015
Islamic Azad University of Gorgan;Iran;55;2015
Universitas Satya Negara Indonesia;Indonesia;17;2015
An Giang University;Vietnam;22;2015
Nilai University;Malaysia;39;2015
International Burch University;Bosnia and Herzegovina;59;2015
Université de Kisangani;DR Congo;33;2015
International University of Japan;Japan;44;2015
Sokoto State University;Nigeria;35;2015
Accademia Albertina delle Belle Arti;Italy;48;2015
Uman National University of Horticulture;Ukraine;28;2015
Logistics University of People's Armed Police Force;China;112;2015
Autonomous University of Lisbon;Portugal;30;2015
Min-Hwei College of Health Care Management;Taiwan;65;2015
Augustana University;United States;44;2015
Islamic Azad University Bandar Abbas;Iran;94;2015
Agricultural University Plovdiv;Bulgaria;49;2015
Universidad Andina Simón Bolívar;Bolivia;81;2015
Kyoritsu Women's University;Japan;28;2015
John Marshall Law School;United States;43;2015
Almaty Technological University;Kazakhstan;12;2015
Corporación Universitaria Rafael Nuñez;Colombia;56;2015
Federal University Lokoja;Nigeria;32;2015
Centro Universitário de Várzea Grande;Brazil;48;2015
Universidad Tecnológica de Aguascalientes;Mexico;54;2015
Indian Institute of Management Ranchi;India;10;2015
Mattu University;Ethiopia;6;2015
Dr. Ram Manohar Lohia Avadh University;India;35;2015
Almaty University of Power Engineering and Telecommunications;Kazakhstan;7;2015
Faculdade São Lucas;Brazil;71;2015
École Nationale d'Agriculture de Meknès;Morocco;94;2015
Institut Agama Islam Negeri Kendari;Indonesia;58;2015
Marie Cederschiöld University;Sweden;68;2015
University of International Business;Kazakhstan;37;2015
Universidade Estadual de Roraima;Brazil;41;2015
PRIST University;India;75;2015
Canadian University of Dubai;United Arab Emirates;36;2015
State University of Novi Pazar;Serbia;115;2015
Misurata University;Libya;39;2015
Mongolian University of Life Sciences;Mongolia;65;2015
Technische Hochschule Augsburg;Germany;74;2015
Universidad Católica San Pablo;Peru;60;2015
Aleksandras Stulginskis University;Lithuania;219;2015
Institute of Educational Sciences;Moldova;26;2015
Universitas Jayabaya;Indonesia;12;2015
Wingate University;United States;47;2015
Amala Institute of Medical Sciences;India;52;2015
National University of Ukraine on Physical Education and Sport;Ukraine;34;2015
Klabat University;Indonesia;38;2015
Universidad Metropolitana;Ecuador;35;2015
Sup de Co Marrakech;Morocco;44;2015
Solamalai College of Engineering;India;52;2015
University of Applied Science and Technology;Iran;81;2015
Toyama College;Japan;50;2015
Japan University of Economics;Japan;55;2015
Cheju Halla University;South Korea;27;2015
CollegeAmerica;United States;307;2015
James Cook University Singapore;Singapore;44;2015
National University of Formosa;Argentina;81;2015
Wheaton College - Massachusetts;United States;39;2015
University of Georgia;Georgia;30;2015
Pontificia Universidad Católica Madre y Maestra;Dominican Republic;53;2015
Turan University;Kazakhstan;21;2015
University of Economics and Law;Vietnam;65;2015
Higher Institute of Technologies and Applied Sciences;Cuba;81;2015
McDaniel College;United States;37;2015
Fatima Jinnah Medical University;Pakistan;17;2015
Universidad Latina;Mexico;82;2015
Morehouse College;United States;46;2015
Batumi Shota Rustaveli State University;Georgia;28;2015
National Agrarian University;Nicaragua;41;2015
Union Institute & University;United States;14;2015
EM Strasbourg Business School;France;56;2015
Pontifical Gregorian University;Italy;48;2015
Centro Universitário Lusíada;Brazil;85;2015
Wuhan Technology and Business University;China;53;2015
Sendai National College of Technology;Japan;48;2015
Nawi Graz;Austria;108;2015
Heihe University;China;40;2015
Suihua University;China;48;2015
Shreemati Nathibai Damodar Thackersey Women's University;India;101;2015
Karnataka Veterinary Animal and Fisheries Sciences University;India;51;2015
Hochschule Bremerhaven;Germany;50;2015
Akademia Pożarnicza;Poland;94;2015
University of Applied Sciences Ravensburg-Weingarten;Germany;34;2015
American Military Academy;Puerto Rico;33;2015
Pandit Bhagwat Dayal Sharma University of Health Sciences;India;62;2015
Universidad Pedagógica de Pinar del Río Rafael María de Mendive;Cuba;63;2015
Delta State University;United States;68;2015
Dubai Medical College;United Arab Emirates;19;2015
Vienna Center for Quantum Science and Technology;Austria;74;2015
Institut Ilmu Kesehatan STRADA Indonesia;Indonesia;1;2015
Nicolae Bălcescu Land Forces Academy;Romania;64;2015
Universidade Católica de Petrópolis;Brazil;45;2015
Université Mohammed VI des Sciences de la Santé;Morocco;5;2015
Jiangmen Polytechnic;China;56;2015
Aarupadai Veedu Medical College & Hospital;India;23;2015
Malatya Turgut Özal Üniversitesi;Türkiye;11;2015
Universitas Islam As-Syafi'iyah;Indonesia;13;2015
Universidad Nacional de la Amazonía Peruana;Peru;75;2015
Ashkelon Academic College;Israel;58;2015
St. Mary's College;Japan;25;2015
Russian University of Cooperation;Russia;21;2015
Saitama Prefectural University;Japan;49;2015
Federal University Birnin Kebbi;Nigeria;32;2015
Nagasaki International University;Japan;74;2015
Jerash University;Jordan;31;2015
European Graduate School of Neuroscience;The Netherlands;48;2015
Yaroslavl State Pedagogical University;Russia;21;2015
Tokyo Kasei University;Japan;45;2015
Beijing Administration Institute;China;132;2015
Nordhausen University of Applied Sciences;Germany;45;2015
Universidad Católica de Santa Fe;Argentina;37;2015
Mykolayiv National Agrarian University;Ukraine;10;2015
Avrasya University;Türkiye;32;2015
Universiti Tun Abdul Razak;Malaysia;58;2015
Kalinga University;India;4;2015
Suzhou Vocational Health College;China;38;2015
Instituto de Biologia Molecular e Celular;Portugal;73;2015
MVJ College of Engineering;India;30;2015
Bangladesh University;Bangladesh;73;2015
Institute of American Indian Arts;United States;14;2015
National Academy for Public Administration under the President of Ukraine;Ukraine;17;2015
Hamburger Fern-Hochschule;Germany;37;2015
Universidade Estadual do Amapá;Brazil;66;2015
Kursk State University;Russia;36;2015
Gordon College;United States;39;2015
Kalasalingam Academy of Research and Education;India;159;2015
Nara Women's University;Japan;230;2015
Suleyman Demirel University;Kazakhstan;275;2015
University Ferhat Abbas of Setif;Algeria;396;2015
Government Medical College;India;267;2015
HES-SO University of Applied Sciences and Arts Western Switzerland;Switzerland;408;2015
Rivers State University;Nigeria;206;2015
Osaka Institute of Technology;Japan;299;2015
UIN Sunan Ampel Surabaya;Indonesia;231;2015
Allameh Tabataba'i University;Iran;495;2015
San Antonio College;United States;367;2015
Universidade Federal de Ciências da Saúde de Porto Alegre;Brazil;497;2015
Maharshi Dayanand University;India;341;2015
Yerevan State University;Armenia;337;2015
Eastern Mediterranean University;Cyprus;335;2015
Changsha University;China;421;2015
State University of Gorontalo;Indonesia;86;2015
National University of Life and Environmental Sciences of Ukraine;Ukraine;141;2015
University of Oradea;Romania;488;2015
Universitas Informatika dan Bisnis Indonesia;Indonesia;52;2015
Giessen School of Theology;Germany;249;2015
La Roche College;United States;109;2015
Manchester University;United States;155;2015
Al-Azhar University;Indonesia;181;2015
Universitas Islam Negeri Sultan Syarif Kasim Riau;Indonesia;187;2015
Dhaka Medical College and Hospital;Bangladesh;389;2015
University of Puerto Rico at Río Piedras;Puerto Rico;252;2015
Federal Center for Technological Education of Minas Gerais;Brazil;351;2015
Ladoke Akintola University of Technology;Nigeria;380;2015
Guru Gobind Singh Indraprastha University;India;387;2015
Universidade Federal do Recôncavo da Bahia;Brazil;407;2015
City University of Macau;Macao;101;2015
L. N. Gumilyov Eurasian National University;Kazakhstan;276;2015
Institut National des Langues et Civilisations Orientales;France;353;2015
Istanbul Aydın University;Türkiye;463;2015
Jefferson College;United States;138;2015
Texas A&M University at Qatar;Qatar;591;2015
National Changhua University of Education;Taiwan;387;2015
Ōtani University;Japan;292;2015
Victor Babeș University of Medicine and Pharmacy Timișoara;Romania;410;2015
Universidad Autónoma de Chile;Chile;445;2015
Malikussaleh University;Indonesia;145;2015
National Technical University "Kharkiv Polytechnic Institute";Ukraine;211;2015
University of Malawi;Malawi;346;2015
University of Agricultural Sciences and Veterinary Medicine of Cluj-Napoca;Romania;515;2015
Okanagan University College;Canada;310;2015
Academic Center for Dentistry Amsterdam;The Netherlands;298;2015
Tangshan College;China;184;2015
Yuriy Fedkovych Chernivtsi National University;Ukraine;279;2015
Tokyo University of Pharmacy and Life Sciences;Japan;239;2015
Université d'Évry Val-d'Essonne;France;381;2015
University of Douala;Cameroon;281;2015
Weifang University;China;204;2015
University of Applied Sciences Mainz;Germany;326;2015
MIT University;North Macedonia;481;2015
Institut Sains dan Teknologi Terpadu Surabaya;Indonesia;201;2015
Golestan University;Iran;472;2015
Brighton and Sussex Medical School;United Kingdom;364;2015
New York State College of Veterinary Medicine;United States;166;2015
Universidad Independiente;Costa Rica;169;2015
Islamic University;Bangladesh;244;2015
Knoxville College;United States;252;2015
Nagaoka University;Japan;261;2015
JSS Academy of Higher Education and Research;India;256;2015
National Defense Academy of Japan;Japan;219;2015
Stockholm School of Economics;Sweden;272;2015
Universidade do Estado de Minas Gerais;Brazil;256;2015
The Federal Polytechnic, Ado-Ekiti;Nigeria;240;2015
University of Prishtina;Kosovo;405;2015
Saint Mary's University;Canada;261;2015
Bryn Mawr College;United States;151;2015
Hindustan Institute of Technology and Science;India;200;2015
Institut catholique de paris;France;392;2015
Samara State Technical University;Russia;366;2015
University of Education;Pakistan;77;2015
Universidad Pontificia Comillas;Spain;272;2015
Universitas Muhammadiyah Sumatera Utara;Indonesia;139;2015
Can Tho University;Vietnam;161;2015
Heritage Christian University;United States;5;2015
National Chiayi University;Taiwan;393;2015
Fusion Academy;United States;223;2015
Changchun University;China;304;2015
Muhammadiyah University of Makassar;Indonesia;138;2015
UCSI University;Malaysia;223;2015
Norwegian School of Economics;Norway;333;2015
Oles Honchar Dnipro National University;Ukraine;253;2015
Institute of Post Graduate Medical Education and Research;India;420;2015
Sri Sivasubramaniya Nadar College of Engineering;India;271;2015
Universitas Islam Makassar;Indonesia;230;2015
Osaka University of Pharmaceutical Sciences;Japan;97;2015
Instituto Politécnico de Leiria;Portugal;298;2015
Indian Institute of Technology Bhubaneswar;India;312;2015
California State University, San Bernardino;United States;266;2015
University of Banja Luka;Bosnia and Herzegovina;307;2015
Finland University;Finland;377;2015
Iraqi University;Iraq;47;2015
University of Jammu;India;346;2015
Instituto Federal Goiano;Brazil;321;2015
Université Djilali de Sidi Bel Abbès;Algeria;461;2015
Vytautas Magnus University;Lithuania;268;2015
University of Nusa Cendana;Indonesia;141;2015
Methodist University of Piracicaba;Brazil;384;2015
University of Batna 1;Algeria;399;2015
Medical College and Hospital, Kolkata;India;352;2015
Université Oran 1 Ahmed Ben Bella;Algeria;394;2015
Port Said University;Egypt;282;2015
York University;United States;193;2015
Karlsruhe University of Applied Sciences;Germany;144;2015
Collegium Medicum in Bydgoszcz;Poland;338;2015
Universitas Palembang;Indonesia;68;2015
Université Le Havre Normandie;France;347;2015
Suffolk University;United States;282;2015
Sultan Agung Islamic University;Indonesia;190;2015
Manouba University;Tunisia;378;2015
Ştefan cel Mare University of Suceava;Romania;414;2015
Siddhartha Medical College;India;216;2015
Zhongkai University of Agriculture and Engineering;China;138;2015
Kyoto Bunkyo University;Japan;156;2015
Universidad Católica de Murcia;Spain;447;2015
Federal Institute of São Paulo;Brazil;374;2015
Banasthali University;India;399;2015
University of Camagüey;Cuba;541;2015
University of the Philippines Manila;Philippines;216;2015
New York University Press;United States;243;2015
University of Buea;Cameroon;224;2015
Universitas Pembangunan Nasional Veteran Jakarta;Indonesia;32;2015
College of Business Administration;Latvia;310;2015
Washington State University Tri-Cities;United States;36;2015
Irvine University;United States;215;2015
Trinity University;United States;218;2015
Islamic Azad University North Tehran Branch;Iran;323;2015
Lehman College;United States;212;2015
HAW Hamburg;Germany;246;2015
Zhejiang University of Finance and Economics;China;238;2015
University of Maiduguri;Nigeria;279;2015
Edinburgh College;United Kingdom;532;2015
Manado State University;Indonesia;48;2015
Hitotsubashi University;Japan;263;2015
Indonesia Open University;Indonesia;115;2015
Universidad del Desarrollo;Chile;386;2015
Universitas 17 Agustus 1945 Surabaya;Indonesia;274;2015
University of Business and Technology;Saudi Arabia;149;2015
Slovak University of Agriculture in Nitra;Slovakia;407;2015
Pontifícia Universidade Católica de Goiás;Brazil;398;2015
Shaanxi University of Technology;China;276;2015
Kemerovo State University;Russia;481;2015
Shandong University of Finance and Economics;China;252;2015
M S Ramaiah University of Applied Sciences;India;218;2015
National University of Kaohsiung;Taiwan;352;2015
Państwowa Wyższa Szkoła Zawodowa w Ciechanowie;Poland;512;2015
Universitas Pembangunan Nasional Veteran Yogyakarta;Indonesia;188;2015
Universidad Autónoma de Ciudad Juárez;Mexico;505;2015
Amsterdam University of Applied Sciences;The Netherlands;189;2015
Shenzhen Institute of Information Technology;China;202;2015
Kazan State Technological University;Russia;251;2015
University of Okara;Pakistan;23;2015
Kanazawa Institute of Technology;Japan;188;2015
Bogomolets National Medical University;Ukraine;204;2015
University of Veterinary Medicine;Hungary;131;2015
Hubei Normal University;China;198;2015
National University of Uzbekistan;Uzbekistan;140;2015
Narsee Monjee Institute of Management Studies;India;175;2015
Birla Institute of Technology and Science - Hyderabad Campus;India;183;2015
Adolfo Ibáñez University;Chile;284;2015
National Kaohsiung University of Science and Technology;Taiwan;13;2015
Yaroslav-the-Wise Novgorod State University;Russia;300;2015
University of Primorska;Slovenia;367;2015
University of Blida;Algeria;326;2015
Universitas Muhammadiyah Jakarta;Indonesia;123;2015
Osaka Metropolitan University;Japan;1;2015
Universitas Prima Indonesia;Indonesia;16;2015
Federal University of Technology Owerri;Nigeria;234;2015
Centro Universitário de Araraquara;Brazil;325;2015
Dokkyo University;Japan;55;2015
Thi Qar University;Iraq;86;2015
École Centrale de Nantes;France;309;2015
Harvard–MIT Division of Health Sciences and Technology;United States;327;2015
Purdue University Northwest;United States;228;2015
Istinye University;Türkiye;7;2015
BI Norwegian Business School;Norway;309;2015
University of Kinshasa;DR Congo;235;2015
Universidade do Oeste Paulista;Brazil;435;2015
Trinity College;Canada;86;2015
Hochschule Düsseldorf University of Applied Sciences;Germany;283;2015
École Nationale Supérieure d'Ingénieurs de Caen;France;301;2015
National Formosa University;Taiwan;352;2015
Ovidius University;Romania;247;2015
Volgograd State Technical University;Russia;228;2015
Islamic Azad University of Najafabad;Iran;410;2015
University for Development Studies;Ghana;249;2015
Institut Polytechnique de Paris;France;332;2015
Islamic Azad University Medical Branch of Tehran;Iran;178;2015
Michael Okpara University of Agriculture;Nigeria;303;2015
University of Lucerne;Switzerland;233;2015
Lagos State University;Nigeria;242;2015
Islamic Azad University, Karaj;Iran;386;2015
Tianjin University of Commerce;China;180;2015
Naval Aeronautical and Astronautical University;China;362;2015
National Pedagogic University;Mexico;387;2015
Grammar School;Slovakia;40;2015
University of Medical Sciences, Ondo;Nigeria;3;2015
Universidad de Ciencias Médicas de Villa Clara;Cuba;31;2015
Harrisburg University of Science and Technology;United States;15;2015
Institute of Public Health of Vojvodina;Serbia;79;2015
Noorul Islam College of Dental Science;India;58;2015
Faculdades EST;Brazil;96;2015
University of Nagasaki;Japan;29;2015
Instituto Tecnológico de Saltillo;Mexico;40;2015
Earlham College;United States;48;2015
National Metallurgical Academy of Ukraine;Ukraine;36;2015
Quchan University of Advanced Technology;Iran;30;2015
National Institute of Technology, Oyama College;Japan;39;2015
Antioch College;United States;7;2015
Melaka Manipal Medical College;India;73;2015
San Cristóbal of Huamanga University;Peru;25;2015
Institute of Business Administration Karachi;Pakistan;55;2015
Pt. Jawahar Lal Nehru Memorial Medical College;India;82;2015
Erasmus University College Brussels;Belgium;17;2015
Swami Vivekananda Yoga Anusandhana Samsthana;India;68;2015
Atlanta Technical College;United States;43;2015
National University of Villa María;Argentina;46;2015
Humanitarian Institute;Russia;40;2015
Kazan State Agrarian University;Russia;9;2015
Ningbo Polytechnic;China;23;2015
Interuniversity Consortium for Magnetic Resonance;Italy;38;2015
University Centre of Legal Medicine;Switzerland;59;2015
University of Economics Varna;Bulgaria;26;2015
Pwani University;Kenya;38;2015
McGill University and Génome Québec Innovation Centre;Canada;93;2015
Nagaoka National College of Technology;Japan;46;2015
Bogdan Khmelnitsky Melitopol State Pedagogical University;Ukraine;11;2015
ACPM Dental College and Hospital;India;76;2015
WSB Merito University in Wroclaw;Poland;86;2015
Sarah Lawrence College;United States;30;2015
New York College of Podiatric Medicine;United States;14;2015
Henan Institute of Education;China;70;2015
Modern University for Information and Technology;Egypt;35;2015
National Institute of Fitness and Sports in Kanoya;Japan;75;2015
Xi'an Physical Education University;China;26;2015
Basic Education College;Kuwait;11;2015
Tama University;Japan;22;2015
Gwinnett College;United States;71;2015
Al Zawiya University;Libya;52;2015
Voronezh State Pedagogical University;Russia;28;2015
Comprehensive Research Organization for Science and Society;Japan;68;2015
Stuttgart Media University;Germany;74;2015
California Lutheran University;United States;48;2015
Islamic Azad University, Zahedan Branch;Iran;78;2015
Liceo scientifico statale Ulisse Dini;Italy;36;2015
Santa Barbara City College;United States;85;2015
Saybrook University;United States;17;2015
The University of Arizona Global Campus;United States;58;2015
New York State College of Ceramics;United States;21;2015
Institute for Interdisciplinary Studies of Austrian Universities;Austria;61;2015
University of Applied Sciences Emden Leer;Germany;65;2015
Universitas Tridinanti Palembang;Indonesia;13;2015
Institut National de la Recherche Agronomique de Tunisie;Tunisia;47;2015
Karaganda Medical University;Kazakhstan;40;2015
Jodhpur National University;India;49;2015
