institution;country;production;year
École Supérieure des Techniques Aéronautiques et de Construction Automobile;France;36;2012
Collegium Mazovia Innowacyjna Szkoła Wyższa;Poland;9;2012
Manukau Institute of Technology;New Zealand;20;2012
Hong Kong Institute of Vocational Education;Hong Kong;30;2012
Russian State Vocational Pedagogical University;Russia;2;2012
University of Applied Sciences Leiden;The Netherlands;22;2012
China Academy of Art;China;21;2012
Suzhou Polytechnic Institute of Agriculture;China;52;2012
Instituto Tecnológico de Culiacán;Mexico;12;2012
Nishikyushu University;Japan;31;2012
Wiltshire College;United Kingdom;14;2012
United States International University Africa;Kenya;4;2012
Amran University;Yemen;16;2012
Vietnamese-German University;Vietnam;1;2012
Meredith College;United States;30;2012
St. Petersburg University of the Ministry of Internal Affairs of Russia;Russia;2;2012
Accra Technical University;Ghana;8;2012
Universidad Don Bosco;El Salvador;23;2012
Wakayama Prefectural Tanabe High School;Japan;1;2012
Hebei Finance University;China;45;2012
University of Elbasan;Albania;13;2012
Universidad de Oriente;El Salvador;27;2012
Tashkent Chemical-Technological Institute;Uzbekistan;5;2012
Humanitas University in Sosnowiec;Poland;18;2012
Achucarro Basque Center for Neuroscience;Spain;3;2012
Center for Migration Studies of New York;United States;30;2012
Centre Technique Interprofessionnel des Oléagineux Métropolitains;France;31;2012
Odessa State Environmental University;Ukraine;24;2012
WSB Merito University in Torun;Poland;58;2012
Instituto de Psicologia Comportamental de São Carlos;Brazil;23;2012
Black Hills State University;United States;33;2012
Krasnodar University of Ministry of Internal Affairs of Russia;Russia;2;2012
Indian Institute of Information Technology, Pune;India;14;2012
Universidad La Salle;Mexico;13;2012
INSA Hauts-de-France;France;1;2012
Indian Institute of Management Udaipur;India;9;2012
International Psychoanalytic University Berlin;Germany;12;2012
Khabarovsk State University of Economics and Law;Russia;4;2012
Pilot University of Colombia;Colombia;31;2012
Washtenaw Community College;United States;33;2012
National Police Academy;Japan;29;2012
Islamic Azad University, Omidieh Branch;Iran;81;2012
Facultad Latinoamericana de Ciencias México;Mexico;11;2012
Institut Agama Islam Negeri Metro Lampung;Indonesia;1;2012
Franklin College;United States;18;2012
Bethany College - West Virginia;United States;12;2012
Kokugakuin University;Japan;18;2012
Open University of China;China;36;2012
Atlantic University;United States;12;2012
National Institute of Technology Akita College;Japan;28;2012
Meenakshi Medical College Hospital and Research Institute;India;39;2012
Hunan Women'S University;China;33;2012
Sindh Madressatul Islam University;Pakistan;9;2012
University of Applied Sciences Biberach;Germany;28;2012
Roland Institute of Pharmaceutical Sciences;India;48;2012
Malta College of Arts, Science and Technology;Malta;4;2012
Fairmont State University;United States;20;2012
Hetman Petro Sahaidachnyi National Army Academy;Ukraine;5;2012
Houston Independent School District;United States;19;2012
Meiji University of Integrative Medicine;Japan;16;2012
University College Birmingham;United Kingdom;40;2012
Bhailalbhai and Bhikhabhai Institute of Technology;India;10;2012
Technological and Higher Education Institute of Hong Kong;Hong Kong;13;2012
Bodoland University;India;8;2012
Tashkent Institute of Architecture and Civil Engineering;Uzbekistan;3;2012
Academy of Management of the Interior Ministry of Russia;Russia;1;2012
Faculdade de Pato Branco;Brazil;15;2012
Instituto Tecnológico de Aguascalientes;Mexico;28;2012
Pyatigorsk Medical and Pharmaceutical Institute - branch of Volgograd State Medical University;Russia;4;2012
College of St. Scholastica;United States;16;2012
Philippine Christian University;Philippines;1;2012
National Institute of Technology, Oshima College;Japan;23;2012
University of St. Augustine for Health Sciences;United States;4;2012
Nizhny Novgorod State University of Architecture and Civil Engineering;Russia;12;2012
Instituto Tecnológico de Tepic;Mexico;9;2012
Center for Excellence in Basic Sciences;India;16;2012
Kurashiki University of Science and the Arts;Japan;23;2012
Seinan Gakuin University;Japan;39;2012
Saint Vincent College;United States;27;2012
CBS International Business School;Germany;17;2012
Institute of Economics and Management;Russia;5;2012
Islamic Azad University of Birjand;Iran;30;2012
Southwest Center for Educational Excellence;United States;12;2012
Universidad Agraria del Ecuador;Ecuador;1;2012
Maharashtra Animal and Fishery Sciences University;India;7;2012
Nizhny Novgorod Academy of the Ministry of Internal Affairs of Russia;Russia;4;2012
Bolivarian University of Venezuela;Venezuela;27;2012
Lipetsk State Pedagogical University;Russia;6;2012
Universitas Bondowoso;Indonesia;1;2012
Universitas Kebangsaan Republik Indonesia;Indonesia;2;2012
Istanbul Kent University;Türkiye;2;2012
Central American University;Nicaragua;28;2012
College for Management in Tourism and Informatics in Virovitica;Croatia;36;2012
Fundación Universitaria Juan N. Corpas;Colombia;9;2012
Universidad Estatal de Sonora;Mexico;3;2012
Aurora University;United States;33;2012
West Virginia University Institute of Technology;United States;14;2012
Huntington University;United States;9;2012
Manhattanville College;United States;29;2012
Inha Technical College;South Korea;60;2012
National Sports Academy Vassil Levski;Bulgaria;3;2012
Universidad Filadelfia de México;Mexico;22;2012
Kurume Institute of Technology;Japan;15;2012
University of Library Studies and Information Technologies;Bulgaria;22;2012
Moscow State Institute of Culture;Russia;19;2012
Ider University;Mongolia;15;2012
Orel State Agrarian University;Russia;31;2012
Universitas Wisnuwardhana Malang;Indonesia;9;2012
Hubei Urban Construction Vocational and Technological College;China;17;2012
Kostanay State University A Baitursynov;Kazakhstan;1;2012
Rufus Giwa Polytechnic;Nigeria;27;2012
College of Saint Rose;United States;30;2012
Universidad Politécnica Estatal del Carchi;Ecuador;16;2012
Univerzitet u Novom Pazaru;Serbia;35;2012
JAMK University of Applied Sciences;Finland;12;2012
Instituto Federal do Amapá;Brazil;7;2012
National Institute of Technology, Kochi College;Japan;23;2012
Universidad Técnica Federico Santa María;Ecuador;13;2012
Istituto Nazionale di Fisica Nucleare, Gruppo Collegato di Salerno;Italy;16;2012
Sheridan College;Canada;12;2012
Surya University;Indonesia;15;2012
Nelson Marlborough Institute of Technology;New Zealand;17;2012
Nassau Community College;United States;21;2012
Dr. K.N.Modi University;India;24;2012
Wright Institute;United States;5;2012
Hanoi School Of Public Health;Vietnam;44;2012
Upsala College;United States;0;2012
Ripon College;United States;12;2012
University of the Autonomous Regions of the Nicaraguan Caribbean Coast;Nicaragua;27;2012
Lander University;United States;24;2012
Faculdade Cásper Líbero;Brazil;20;2012
St. Augustine College;United States;17;2012
Thai Nguyen University Of Education;Vietnam;5;2012
Institute of Southern Punjab;Pakistan;2;2012
Tay Bac University;Vietnam;3;2012
Komsomolsk-on-Amur State Technical University;Russia;23;2012
University of Yangon;Myanmar;10;2012
Molloy College;United States;24;2012
Kagoshima Prefectural College;Japan;13;2012
Wartburg College;United States;25;2012
Prescott College;United States;26;2012
Universitas Subang;Indonesia;0;2012
Lake Superior State University;United States;18;2012
Nuh Naci Yazgan University;Türkiye;6;2012
George Enescu University of Arts of Iași;Romania;7;2012
Notre Dame University;Philippines;23;2012
Bexley Hall;United States;5;2012
Shaanxi Railway Institute;China;63;2012
Navoi State University;Uzbekistan;2;2012
Uganda Martyrs University;Uganda;9;2012
Kharkiv National University of Construction and Architecture;Ukraine;7;2012
Universidad Tecnológica de El Salvador;El Salvador;20;2012
Institución Universitaria de Envigado;Colombia;35;2012
Anatolia College;Greece;21;2012
Caucasus University;Georgia;5;2012
German University of Technology;Oman;9;2012
National Taiwan University of Sport;Taiwan;20;2012
University of Haiti;Haiti;12;2012
Shandong Geological Sciences Institute;China;50;2012
Instituto Superior de Contabilidade e Administração de Coimbra;Portugal;22;2012
Matsumoto University;Japan;27;2012
Sultan Abdul Halim Mu'adzam Shah International Islamic University;Malaysia;4;2012
Center for Advanced Energy Studies;United States;17;2012
Šibenik University of Applied Sciences;Croatia;14;2012
St. Petersburg College;United States;14;2012
East Central University;United States;22;2012
University College Capital;Denmark;34;2012
Jesuit School of Philosophy and Theology;Brazil;21;2012
St. Paul's University;Kenya;6;2012
Yanbu Industrial College;Saudi Arabia;22;2012
Azrieli College of Engineering Jerusalem;Israel;30;2012
Chhattisgarh Swami Vivekanand Technical University;India;12;2012
Chancellor University;United States;16;2012
Universitas Islam Negeri Datokarama Palu;Indonesia;4;2012
MF Norwegian School of Theology, Religion and Society;Norway;12;2012
Institute of Technical Education;Singapore;27;2012
Ave Maria University;United States;24;2012
Bellevue University;United States;14;2012
Morinomiya University of Medical Sciences;Japan;21;2012
American University in Bulgaria;Bulgaria;21;2012
Mountain View College;United States;17;2012
Udon Thani Rajabhat University;Thailand;14;2012
Wako University;Japan;15;2012
American University of Madaba;Jordan;17;2012
Kherson State Maritime Academy;Ukraine;2;2012
University of Liepāja;Latvia;19;2012
Thai Moogambigai Dental College and Hospital;India;29;2012
Jiangxi Academy of Forestry;China;45;2012
Los Angeles Pierce College;United States;15;2012
Owens Community College;United States;9;2012
Dowling College;United States;39;2012
Dr. R. Ahmed Dental College and Hospital;India;29;2012
Macao University of Tourism;Macao;26;2012
Psychologische Hochschule Berlin;Germany;5;2012
Armed Forces Medical College;Bangladesh;10;2012
Universitas Gorontalo;Indonesia;1;2012
Royal University of Phnom Penh;Cambodia;17;2012
Brigham Young University–Hawaii;United States;13;2012
Alcorn State University;United States;40;2012
Karatina University;Kenya;5;2012
DeVry University;United States;32;2012
Atlântica Instituto Universitário;Portugal;17;2012
Corporación Universitaria Americana;Colombia;11;2012
Henan Radio and Television University;China;54;2012
Everett Community College;United States;7;2012
University of Applied Sciences Rapperswil;Switzerland;20;2012
Rajarajeswari Dental College and Hospital;India;18;2012
Rai University;India;1;2012
Collegium Civitas;Poland;5;2012
Universidad Hispanoamerica;Costa Rica;14;2012
Nakhon Phanom University;Thailand;12;2012
Stevenson University;United States;24;2012
Kadi Sarva Vishwavidyalaya;India;38;2012
Russian Foreign Trade Academy;Russia;12;2012
Dr. NTR University of Health Sciences;India;23;2012
Open International University of Human Development Ukraine;Ukraine;5;2012
University of Kabianga;Kenya;14;2012
Universidad Católica de Oriente;Colombia;22;2012
Bridgewater College;United States;20;2012
Life Science Zurich;Switzerland;20;2012
KROK University;Ukraine;3;2012
Instituto Tecnológico de León;Mexico;17;2012
Institut Mines-Télécom Business School;France;39;2012
Ahfad University for Women;Sudan;12;2012
Republic Polytechnic;Singapore;34;2012
Center for Coastal Studies;United States;8;2012
Indonesia International Institute for Life Sciences;Indonesia;2;2012
Program Systems Institute of RAS;Russia;8;2012
Kyrgyz National University;Kyrgyzstan;4;2012
Technological Educational Institute of Peloponnese;Greece;47;2012
Hartford Seminary;United States;3;2012
Binzhou Technician College;China;25;2012
Phuket Rajabhat University;Thailand;24;2012
Rani Channamma University, Belagavi;India;3;2012
International Sakharov Environmental Institute;Belarus;17;2012
Academy of Fine Arts Vienna;Austria;16;2012
Our Lady of the Lake University;United States;15;2012
Yukon University;Canada;21;2012
Government College Kodanchery;India;10;2012
National Advanced School of Public Works;Cameroon;17;2012
International House;Portugal;8;2012
Maharshi Dayanand Saraswati University;India;16;2012
Gulf University;Serbia;6;2012
Chiang Mai Rajabhat University;Thailand;16;2012
Nile Valley University;Sudan;5;2012
Arcada University of Applied Sciences;Finland;25;2012
Université des Montagnes;Cameroon;8;2012
Kanyakumari Government Medical College;India;16;2012
Kirinyaga University;Kenya;7;2012
Islamic Azad University of Mahabad;Iran;27;2012
J. S. Ayurveda Mahavidyalaya and P.D. Patel Ayurveda Hospital;India;10;2012
Universidad Nacional de Ucayali;Peru;78;2012
Anhui Institute of Information Technology;China;15;2012
Sochi State University;Russia;7;2012
École de l'air et de l'espace;France;21;2012
Irvine Valley College;United States;4;2012
International University of Africa;Sudan;13;2012
Achievers University;Nigeria;3;2012
Higher Institute of Food Industries of Tunis;Tunisia;35;2012
Université catholique de lyon;France;14;2012
Institut Barcelona d'Estudis Internacionals;Spain;20;2012
West Bengal University of Health Sciences;India;16;2012
International University of the Caribbean;Jamaica;16;2012
Zanzibar University;Tanzania;12;2012
Universitas Iqra Buru;Indonesia;1;2012
State University of Intelligent Technologies and Telecommunications;Ukraine;28;2012
Hassania School of Public Works;Morocco;11;2012
Al-Qasemi Academic College of Education;Israel;20;2012
Central Mindanao University;Philippines;8;2012
Madhya Pradesh Bhoj Open University;India;6;2012
Burgas Free University;Bulgaria;18;2012
National Institute of Technology, Asahikawa College;Japan;35;2012
Indian Institute of Advanced Research;India;8;2012
Orenburg State Pedagogical University;Russia;4;2012
Perm State Humanitarian-Pedagogical University;Russia;12;2012
Catholic University Los Angeles of Chimbote;Peru;22;2012
Mariupol State University;Ukraine;1;2012
Catholic University of Central Africa;Cameroon;9;2012
Mahindra University;India;1;2012
Holy Family Red Crescent Medical College;Bangladesh;21;2012
Lithuanian Institute of History;Lithuania;12;2012
JRE Group of Institutions;India;10;2012
The Polytechnic Ibadan;Nigeria;7;2012
Indian Institute of Information Technology, Nagpur;India;3;2012
Kent State University at Stark;United States;31;2012
Cebu Normal University;Philippines;9;2012
Goa Dental College and Hospital;India;27;2012
Loughborough College;United Kingdom;6;2012
Amazon National University of Madre de Dios;Peru;2;2012
Institut Supérieur de Technique Médicale;DR Congo;9;2012
Kannur Medical College;India;21;2012
Virginia Institute of Marine Science;United States;33;2012
Jissen Women's University;Japan;25;2012
Massachusetts Academy of Math and Science;United States;28;2012
University of Fiji;Fiji;5;2012
Father Muller Homoeopathic Medical College;India;2;2012
Universidad Autónoma Latinoamericana;Colombia;22;2012
Carlos Albizu University;Puerto Rico;16;2012
Lahore Leads University;Pakistan;5;2012
Universitas Tamansiswa Padang;Indonesia;5;2012
Károly Róbert University College;Hungary;30;2012
Universidad Metropolitana de Honduras;Honduras;16;2012
Niels Brock;Denmark;14;2012
Zhejiang Tongji Vocational College of Science and Technology;China;31;2012
Dongguk University WISE;South Korea;37;2012
Hamdan Bin Mohammed Smart University;United Arab Emirates;13;2012
Sukhoi State Technical University of Gomel;Belarus;29;2012
Rajarshee Chhatrapati Shahu Maharaj Government Medical College and CPR Hospital Kolhapur;India;7;2012
Blagoveschensk State Pedagogical University;Russia;16;2012
Kaye Academic College of Education;Israel;26;2012
University of Applied Sciences Wedel;Germany;21;2012
Universidad del Valle;Nicaragua;17;2012
Johnson & Wales University;United States;27;2012
National University of Samoa;Samoa;15;2012
Yunnan Vocational College of Mechanical and Electrical Technology;China;35;2012
Universidad de la Sierra;Mexico;18;2012
Universitas Katolik Darma Cendika;Indonesia;5;2012
Can Tho University of Medicine and Pharmacy;Vietnam;4;2012
Europa-Institut;Germany;19;2012
Universitas Ibnu Chaldun Jakarta;Indonesia;2;2012
Universidad del Ejército y Fuerza Aérea;Mexico;14;2012
Stafford College;United Kingdom;12;2012
Institut Universitaire d'Abidjan;Ivory Coast;15;2012
International Institute for Water and Environmental Engineering;Burkina Faso;28;2012
Suzhou Institute of Trade & Commerce;China;52;2012
Sukhothai Thammathirat Open University;Thailand;27;2012
Universidad Autónoma de Asunción;Paraguay;21;2012
Central University;Ghana;12;2012
Academy of Arts;Egypt;3;2012
Quest International University Perak;Malaysia;12;2012
Universidad de Ecatepec;Mexico;155;2012
Escola de Saúde Pública do Ceará;Brazil;15;2012
University College West Flanders;Belgium;49;2012
Private University College of Education of the Diocese of Linz;Austria;11;2012
Universidad Privada Boliviana;Bolivia;19;2012
Universidad Católica de Manizales;Colombia;19;2012
University of the West Indies;Bahamas;29;2012
Al Yamamah University;Saudi Arabia;8;2012
Saint Martin University;Colombia;43;2012
Benson Idahosa University;Nigeria;14;2012
Universidade Braz Cubas;Brazil;26;2012
Theologische Fakultät Fulda;Germany;22;2012
International School of Management;Germany;2;2012
Enam Medical College & Hospital;Bangladesh;23;2012
South Texas College of Law;United States;37;2012
Provo College;United States;15;2012
Univerzitetni Rehabilitacijski Inštitut;Slovenia;19;2012
Bình Dương University;Vietnam;1;2012
SUNY Korea;South Korea;7;2012
PSG Institute of Advanced Studies;India;14;2012
Brest State Technical University;Belarus;17;2012
Fortune Institute of Technology;Taiwan;43;2012
Universitas Alkhairaat;Indonesia;2;2012
Sias University;China;31;2012
Shinhan University;South Korea;3;2012
National Institute of Pharmaceutical Education and Research;India;6;2012
Vijayanagara Sri Krishnadevaraya University;India;3;2012
Heriot-Watt University Dubai;United Arab Emirates;14;2012
Liceo de Cagayan University;Philippines;94;2012
Lalit Narayan Mithila University;India;5;2012
Universidad Nacional Arturo Jauretche;Argentina;5;2012
Shandong Xiehe University;China;6;2012
Silicon Valley University;United States;33;2012
Universidad de Flores;Argentina;4;2012
Benedict College;United States;16;2012
Hai Phong University;Vietnam;8;2012
Luxembourg School of Business;Luxembourg;49;2012
Johns Hopkins University SAIS Bologna Center;Italy;12;2012
Manmohan Memorial Institute of Health Sciences;Nepal;10;2012
National Institute of Technology Uttarakhand;India;1;2012
Lutheran School of Theology at Chicago;United States;16;2012
Yokkaichi University;Japan;16;2012
Hochschule Macromedia;Germany;11;2012
Saveh University of Medical Sciences;Iran;0;2012
Giustino Fortunato University;Italy;3;2012
Hanoi Architectural University;Vietnam;1;2012
Mount St. Joseph University;United States;25;2012
Universidad Univer;Mexico;13;2012
Ansbach University of Applied Sciences;Germany;10;2012
Malda Medical College and Hospital;India;10;2012
National University Ostroh Academy;Ukraine;2;2012
Guangdong Provincial Academy of Environmental Science;China;18;2012
National School of Business and Management in Settat;Morocco;6;2012
Hue University of Agriculture and Forestry;Vietnam;14;2012
Auchi Polytechnic;Nigeria;11;2012
Veritas University;Nigeria;7;2012
Polytechnic University of San Luis Potosí;Mexico;36;2012
Izhevsk State Agricultural Academy;Russia;3;2012
Donetsk National University of Economics and Trade named after Mykhailo Tugan-Baranovsky;Ukraine;3;2012
Khmelnytskyi Humanitarian-Pedagogical Academy;Ukraine;29;2012
National School of Architecture;Morocco;4;2012
Seoul Media Institute of Technology;South Korea;18;2012
Southeastern Oklahoma State University;United States;30;2012
Kerala University of Health Sciences;India;4;2012
Boromarajonani College of Nursing;Thailand;24;2012
Shrewsbury College;United Kingdom;2;2012
Yong-in Songdam College;South Korea;25;2012
Croydon College;United Kingdom;12;2012
Sree Gokulam Medical College and Research Foundation;India;8;2012
Jeppiaar Engineering College;India;21;2012
College of Idaho;United States;10;2012
Radom College;Poland;44;2012
Centro Universitario Juana de Asbaje;Mexico;21;2012
Fundación Universitaria Juan de Castellanos;Colombia;30;2012
Open International University for Alternative Medicines;India;45;2012
Robert Gordon's College;United Kingdom;0;2012
Lusíada University of Porto;Portugal;12;2012
Institut Supérieur du Sport et de l’Éducation Physique de Sfax;Tunisia;23;2012
Nanaji Deshmukh Veterinary Science University;India;1;2012
Milano University Press;Italy;4;2012
Ulyanovsk State Pedagogical University;Russia;22;2012
University of Maine at Farmington;United States;17;2012
Seitoku University;Japan;18;2012
Academy Of Finance;Vietnam;19;2012
Zhangir Khan West Kazakhstan Agrarian Technical University;Kazakhstan;6;2012
École Nationale d'Ingénieurs de Metz;France;32;2012
Ventspils University of Applied Sciences;Latvia;35;2012
Fergusson College;India;18;2012
Galen University;Belize;15;2012
Centro Universitário FIEO;Brazil;19;2012
Saint Petersburg State University of Civil Aviation;Russia;9;2012
Hong Kong College of Technology;Hong Kong;20;2012
Jinan University;Lebanon;17;2012
Artha Wacana Christian University;Indonesia;3;2012
Universitas Mahendradatta;Indonesia;2;2012
Danubius University;Slovakia;10;2012
University of Southampton Malaysia;Malaysia;1;2012
University of the Philippines Open University;Philippines;5;2012
Concordia University;United States;22;2012
Universidad de América;Colombia;3;2012
College of Agriculture at Križevci;Croatia;41;2012
Universidad Nacional Agraria de la Selva;Peru;3;2012
Kokand State Pedagogical Institute named after Mukimi;Uzbekistan;0;2012
Shenzhen Baoan High School Group;China;19;2012
Hunan Railway Professional Technology College;China;32;2012
Ohio University Lancaster;United States;25;2012
Darbhanga Medical College and Hospital;India;9;2012
TianjinSino-German University of Applied Sciences;China;1;2012
Gifu Shotoku Gakuen University;Japan;19;2012
Lorestan University;Iran;116;2012
Open University of the Netherlands;The Netherlands;246;2012
Guangdong University Of Finances and Economics;China;229;2012
All India Institute of Medical Sciences Bhubaneswar;India;17;2012
Universidad Libre de Colombia;Colombia;233;2012
Shandong Academy of Agricultural Sciences;China;239;2012
University of Tyumen;Russia;49;2012
Universitas Islam Negeri Ar-Raniry;Indonesia;68;2012
Damanhour University;Egypt;70;2012
University of Jos;Nigeria;119;2012
Kitami Institute of Technology;Japan;267;2012
PES University;India;111;2012
University of Wisconsin System;United States;78;2012
Herzen University;Russia;82;2012
Uzhhorod National University;Ukraine;85;2012
Universitas Esa Unggul;Indonesia;27;2012
Kunming University;China;224;2012
Universidad San Pablo CEU;Spain;175;2012
New York Law School;United States;235;2012
Pir Mehr Ali Shah Arid Agriculture University;Pakistan;143;2012
G.S. Science, Arts And Commerce College;India;159;2012
Bentley University;United States;259;2012
Kazan State Medical University;Russia;164;2012
University of Puget Sound;United States;205;2012
Perm National Research Polytechnic University;Russia;74;2012
Toyota Technological Institute;Japan;259;2012
Université Joseph Ki-Zerbo;Burkina Faso;208;2012
Tennessee State University;United States;216;2012
Gifu Pharmaceutical University;Japan;188;2012
TOBB University of Economics and Technology;Türkiye;342;2012
Chicago Kent College of Law;United States;296;2012
École Nationale Vétérinaire de Toulouse;France;161;2012
Acharya Nagarjuna University;India;201;2012
Daffodil International University;Bangladesh;41;2012
Armed Forces Medical College;India;189;2012
Lady Hardinge Medical College;India;251;2012
North-Western State Medical University named after I.I. Mechnikov;Russia;60;2012
National Institute of Technology Hamirpur;India;229;2012
Southeast University;Bangladesh;148;2012
Manipal University Jaipur;India;14;2012
Universidade São Francisco;Brazil;205;2012
Universitas Amikom Yogyakarta;Indonesia;1141;2012
University of Vaasa;Finland;148;2012
University of Hildesheim;Germany;232;2012
Sawai ManSingh Medical College and Hospital;India;136;2012
University of Education, Winneba;Ghana;142;2012
École Centrale Paris;France;454;2012
Universitario Francisco de Asís;Uruguay;128;2012
Delta State University;Nigeria;111;2012
Institute of Management Technology;India;224;2012
Ordnance Engineering College;China;675;2012
New Generation University College;Ethiopia;236;2012
FHNW University of Applied Sciences and Arts;Switzerland;213;2012
National Institute of Technology Patna;India;37;2012
Trinity College;United States;200;2012
Usmanu Danfodiyo University;Nigeria;81;2012
Bashkir State University;Russia;121;2012
Tianjin University of Technology and Education;China;366;2012
Russian Medical Academy of Continuous Professional Education;Russia;28;2012
Tokyo Dental College;Japan;198;2012
Graduate Institute of International and Development Studies;Switzerland;238;2012
University of Technology;Russia;117;2012
Acıbadem University;Türkiye;219;2012
Dongbei University of Finance and Economics;China;216;2012
Indian Institute of Technology Jodhpur;India;45;2012
King Edward Memorial Hospital and Seth G.S. Medical College;India;155;2012
Aichi Institute of Technology;Japan;198;2012
University of Peloponnese;Greece;198;2012
Georgia College & State University;United States;160;2012
Jiujiang University;China;326;2012
College of Marin;United States;122;2012
D.Y. Patil University;India;74;2012
California Maritime Academy;United States;213;2012
S. M. Kirov Military Medical Academy;Russia;53;2012
Catholic University of the Maule;Chile;110;2012
Southern Taiwan University of Science and Technology;Taiwan;259;2012
Universitas Muhammadiyah Prof Dr Hamka;Indonesia;21;2012
North-Eastern Federal University;Russia;42;2012
National Chin-Yi University of Technology;Taiwan;265;2012
University of Biskra;Algeria;162;2012
Universidade do Sul de Santa Catarina;Brazil;256;2012
Universidad de Oriente;Venezuela;222;2012
Perm State University;Russia;141;2012
Université de Nîmes;France;143;2012
Medical University Plovdiv;Bulgaria;85;2012
Fukuoka Institute of Technology;Japan;254;2012
Indiana University of Pennsylvania;United States;166;2012
Gujarat University;India;137;2012
Polytechnic José Antonio Echeverría;Cuba;153;2012
Peruvian University of Applied Sciences;Peru;49;2012
Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul;Brazil;139;2012
University of the Philippines Los Baños;Philippines;133;2012
University of Zadar;Croatia;246;2012
Soochow University;Taiwan;161;2012
Kyushu Dental University;Japan;121;2012
Universidad Técnica de Manabí;Ecuador;5;2012
Gannan Normal University;China;246;2012
University of Portland;United States;206;2012
Universidade Estadual do Paraná;Brazil;96;2012
St Xavier’s College;India;176;2012
National United University;Taiwan;322;2012
Hazara University;Pakistan;73;2012
Faculty of Media;Slovenia;258;2012
Nizhny Novgorod State Pedagogical University;Russia;78;2012
Shijiazhuang University;China;317;2012
Toyama Prefectural University;Japan;217;2012
Olabisi Onabanjo University;Nigeria;113;2012
University of Carabobo;Venezuela;277;2012
All India Institute of Medical Sciences Jodhpur;India;2;2012
Phillips Exeter Academy;United States;80;2012
University of Minnesota Rochester;United States;148;2012
University of Holguín;Cuba;317;2012
Universitat Internacional de Catalunya;Spain;117;2012
Moscow State University of Medicine and Dentistry;Russia;57;2012
Manonmaniam Sundaranar University;India;186;2012
Dakota State University;United States;168;2012
IHE Delft Institute for Water Education;The Netherlands;252;2012
Tokyo University of the Arts;Japan;175;2012
Zhaoqing University;China;309;2012
Universidad Autónoma de Coahuila;Mexico;142;2012
Hellenic Open University;Greece;153;2012
Kochi University of Technology;Japan;247;2012
Université Catholique de Lille;France;180;2012
Sokoine University of Agriculture;Tanzania;164;2012
University of Health Science;Cambodia;42;2012
Chinese Culture University;Taiwan;273;2012
Polytechnic Institute of Coimbra;Portugal;173;2012
Universidade Regional do Cariri;Brazil;186;2012
Montpellier Business School;France;148;2012
Tokushima Bunri University;Japan;219;2012
École Nationale Vétérinaire d'Alfort;France;232;2012
Odesa I. I. Mechnikov National University;Ukraine;141;2012
Université de technologie de belfort-montbéliard;France;260;2012
Altai State University;Russia;36;2012
Jawaharlal Nehru Medical College;India;39;2012
Terra;The Netherlands;212;2012
Tianjin Chengjian University;China;276;2012
Academy of Athens;Greece;269;2012
Universidade Estadual do Piau;Brazil;135;2012
Universidade do Estado do Rio Grande do Norte;Brazil;199;2012
North Sichuan Medical University;China;230;2012
Hampton University;United States;247;2012
College of the Holy Cross;United States;189;2012
Beibu Gulf University;China;261;2012
Mount Holyoke College;United States;138;2012
Center for Excellence in Molecular Plant Sciences;China;141;2012
École de management de Lyon;France;253;2012
Federal Center for Technological Education Celso Suckow da Fonseca;Brazil;118;2012
Konan University;Japan;189;2012
Moldova State University;Moldova;68;2012
Chang Gung University of Science and Technology;Taiwan;187;2012
Siirt Üniversitesi;Türkiye;52;2012
Universidade Estadual de Mato Grosso do Sul;Brazil;180;2012
Centrale Marseille;France;125;2012
Tibet University;China;148;2012
University of Detroit Mercy;United States;118;2012
Uniwersytet SWPS;Poland;118;2012
National Research Mordovia State University;Russia;71;2012
Universidad de Los Andes, Chile;Chile;189;2012
Tallinn University;Estonia;234;2012
Mouloud Mammeri University of Tizi-Ouzou;Algeria;202;2012
Ottawa University;United States;157;2012
Polytechnic School of Algiers;Algeria;173;2012
Sana'a University;Yemen;138;2012
Campus Condorcet;France;71;2012
Northwestern University;Philippines;210;2012
Universidade Federal do Amapá;Brazil;101;2012
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf;Algeria;172;2012
Lancaster University Ghana;Ghana;30;2012
Parul University;India;35;2012
Vels University;India;42;2012
Kuban State University;Russia;79;2012
Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir;India;86;2012
University of Wisconsin–La Crosse;United States;156;2012
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences;India;204;2012
Uttaranchal University;India;8;2012
Huizhou University;China;293;2012
Donald & Barbara Zucker School of Medicine at Hofstra/Northwell;United States;2;2012
Universitas Tulungagung;Indonesia;27;2012
Deen Dayal Upadhyaya Gorakhpur University;India;139;2012
Hellenic Mediterranean University;Greece;149;2012
Hubei University of Chinese Medicine;China;194;2012
University of Pinar del Río;Cuba;141;2012
Sanya University;China;67;2012
Federal University of Technology Minna;Nigeria;164;2012
Osaka Dental University;Japan;139;2012
École Nationale Supérieure de Techniques Avancées;France;196;2012
University of Sarjanawiyata Tamansiswa;Indonesia;9;2012
University of Lomé;Togo;109;2012
Belarusian National Technical University;Belarus;258;2012
KLE University;India;170;2012
Washington State University Spokane;United States;173;2012
Universidade Cidade de São Paulo;Brazil;183;2012
San Sebastián University;Chile;44;2012
