institution;country;production;year
Saint Ambrose University;United States;37;2014
Tempe Union High School District;United States;40;2014
Bukkyo University;Japan;8;2014
Ghana Communication Technology University;Ghana;12;2014
Minot State University;United States;27;2014
Flensburg University of Applied Sciences;Germany;26;2014
Donbas State Pedagogical University;Ukraine;6;2014
Stenden University of Applied Sciences;The Netherlands;31;2014
Lisbon School of Design;Portugal;6;2014
Yunnan Forestry Vocational and Technical College;China;53;2014
The Affiliated Hospital to Changchun University of Chinese Medicine;China;38;2014
Universidad Nacional José Faustino Sánchez Carrión;Peru;50;2014
Asian Institute of Management;Philippines;46;2014
Hellenic Military Academy;Greece;44;2014
Notre Dame High School;United States;20;2014
Islamic Azad University of Parand;Iran;44;2014
University Ahmed Zabana of Relizane;Algeria;11;2014
Poltekkes Kemenkes Aceh;Indonesia;2;2014
Faculdade Redentor;Brazil;27;2014
STIKes Prima Nusantara;Indonesia;47;2014
Neu-Ulm University of Applied Sciences;Germany;16;2014
Stavropol State University;Russia;5;2014
Académie de Grenoble;France;7;2014
Kyiv National Linguistic University;Ukraine;6;2014
HELP University;Malaysia;35;2014
Humber College;Canada;22;2014
Guangzhou Railway Polytechnic;China;38;2014
Institut National de Statistique et d'Economie Appliquée;Morocco;34;2014
Albstadt-Sigmaringen University;Germany;25;2014
Universitas Dhyana Pura;Indonesia;9;2014
Ontario College of Art and Design;Canada;49;2014
Palmer College of Chiropractic;United States;52;2014
Sudan Medical Specialization Board;Sudan;19;2014
Liming Vocational University;China;39;2014
Concordia College - Minnesota;United States;25;2014
Ningbo City College of Vocational Technology;China;56;2014
National Defence University of Warsaw;Poland;100;2014
Metropolitan University;Venezuela;22;2014
Amal Jyothi College of Engineering;India;35;2014
Centro Universitário Central Paulista;Brazil;13;2014
Berufskolleg Am Wasserturm;Germany;49;2014
Takestan Islamic Azad University;Iran;82;2014
Fujian Polytechnic of Information Technology;China;41;2014
Ayatollah Boroujerdi University;Iran;19;2014
Swiss German University;Indonesia;36;2014
University of Liberia;Liberia;12;2014
Tajik National University;Tajikistan;22;2014
Carroll University;United States;38;2014
Maharani Laxmi Bai Medical College;India;42;2014
California Institute of Integral Studies;United States;42;2014
Shandong Yingcai University;China;68;2014
Faculdades Integradas Aparício Carvalho;Brazil;16;2014
Okinawa Prefectural College of Nursing;Japan;22;2014
Zirve University;Türkiye;93;2014
Millsaps College;United States;23;2014
University of Veterinary Science;Myanmar;20;2014
Escuela Nacional de Medicina del Trabajo;Spain;37;2014
Universidade Estadual da Região Tocantina do Maranhão;Brazil;0;2014
Northern University Bangladesh;Bangladesh;49;2014
Hamburg School of Business Administration;Germany;40;2014
Gono University;Bangladesh;17;2014
National Institute of Technology, Kurume College;Japan;29;2014
Instituto Superior de Línguas e Administração;Portugal;39;2014
Islamic Azad University Shabestar;Iran;46;2014
Polytechnic of Rijeka;Croatia;81;2014
Katanov Khakass State University;Russia;21;2014
Vermont Law and Graduate School;United States;66;2014
Avans University of Applied Sciences;The Netherlands;44;2014
Swiss Data Science Center;Switzerland;2;2014
Hubei Polytechnic Institute;China;30;2014
Institute of Contemporary Psychoanalysis;United States;30;2014
Sri Aurobindo Institute of Medical Sciences;India;62;2014
Union Presbyterian Seminary;United States;18;2014
Alma Mater Europaea;Slovenia;15;2014
Jubilee Mission Medical College and Research Institute;India;14;2014
Universitas Muhammadiyah Luwuk Banggai;Indonesia;3;2014
Université Catholique de Bukavu;DR Congo;16;2014
Al-Aqsa University;Palestine;30;2014
Pädagogische Hochschule Bern;Switzerland;33;2014
Vorarlberg University of Applied Sciences;Austria;40;2014
Aomori University;Japan;16;2014
Buskerud University College;Norway;71;2014
Central University;Colombia;62;2014
Peoria campus of the University of Illinois System;United States;45;2014
Sanko University;Türkiye;12;2014
Jiujiang Vocational University;China;26;2014
Webb Institute;United States;22;2014
Central State University;United States;16;2014
Nueva Ecija University of Science and Technology;Philippines;3;2014
Kwik Kian Gie School of Business;Indonesia;13;2014
National Engineering Research Center for Wheat;China;27;2014
Lasbela University of Agriculture Water and Marine Science;Pakistan;16;2014
GSL Medical College & General Hospital;India;44;2014
Centro Universitário de Rio Preto;Brazil;43;2014
Escola de Administração de Empresas de São Paulo;Brazil;11;2014
Ardhi University;Tanzania;31;2014
Crescent University;Nigeria;20;2014
American University of Armenia;Armenia;45;2014
Seoul School of Integrated Sciences and Technologies;South Korea;22;2014
Universidad San Gregorio de Portoviejo;Ecuador;1;2014
University of Education Weingarten;Germany;41;2014
Yantai Nanshan University;China;14;2014
Hi-Tech Medical College & Hospital;India;33;2014
Indian Institute of Plantation Management;India;14;2014
Saint Francis University;Hong Kong;35;2014
Kharkiv State University of Food Technology and Trade;Ukraine;19;2014
West Liberty University;United States;20;2014
University of Applied Sciences Erfurt;Germany;18;2014
University of Science and Technology, Meghalaya;India;3;2014
Sylhet MAG Osmani Medical College;Bangladesh;33;2014
Centro Universitário Campos de Andrade;Brazil;37;2014
Dolishniy Institute of Regional Research of NAS of Ukraine;Ukraine;2;2014
Algiers 2 University;Algeria;60;2014
National Law University, Delhi;India;40;2014
Chung Cheong University;South Korea;36;2014
Technological Educational Institute of Central Macedonia;Greece;66;2014
Berlin-Brandenburg Academy of Sciences and Humanities;Germany;27;2014
Yelets State University named after Ivan Bunin;Russia;16;2014
University of Mining and Geology "Saint Ivan Rilski";Bulgaria;16;2014
National College;Mexico;14;2014
Siberian Research Institute of Agriculture and Peat;Russia;0;2014
University of Kyrenia;Cyprus;4;2014
Institut Teknologi Garut;Indonesia;14;2014
Siberian State Automobile and Highway University;Russia;9;2014
National Defence University;Pakistan;29;2014
Poltava University of Economics and Trade;Ukraine;22;2014
Universidad del Papaloapan;Mexico;59;2014
University of the Republic of San Marino;San Marino;17;2014
Tohoku Fukushi University;Japan;33;2014
Saint Leo University;United States;41;2014
MIT Academy of Engineering;India;17;2014
Indian Institute of Management Kashipur;India;19;2014
De Lin Institute of Technology;Taiwan;33;2014
Universitas Sains dan Teknologi Jayapura;Indonesia;17;2014
Academia da Força Aérea;Brazil;24;2014
La Gran Colombia University;Colombia;56;2014
Centro Universitário de Itajubá;Brazil;99;2014
Armenian State Pedagogical University after Khachatur Abovian;Armenia;44;2014
Bournville College;United Kingdom;2;2014
Hanoi Pedagogical University 2;Vietnam;13;2014
Warsaw Management University;Poland;44;2014
International Business School;Hungary;52;2014
Al-Ameen College of Pharmacy;India;51;2014
Hai phong University Of Medicine and Pharmacy;Vietnam;25;2014
Jorge Amado University Center;Brazil;30;2014
Islamic Azad University, Larestan Branch;Iran;25;2014
Universidad de Xalapa;Mexico;20;2014
Şifa University;Türkiye;165;2014
Saint Petersburg State University of Cinema and Television;Russia;7;2014
Centro Científico Tecnológico de Valparaíso;Chile;42;2014
Universitas Islam Jakarta;Indonesia;21;2014
Kingdom University;Bahrain;6;2014
Palm Beach Atlantic University;United States;28;2014
Goshen College;United States;13;2014
T A Pai Management Institute;India;25;2014
Dhaka International University;Bangladesh;9;2014
University of Nebraska System;United States;13;2014
Medgar Evers College;United States;43;2014
University of Eloued;Algeria;7;2014
Institute of Advanced Manufacturing Technology;China;37;2014
Escola de Economia de São Paulo;Brazil;45;2014
South Ural State Humanitarian Pedagogical University;Russia;9;2014
Université des Sciences de la Santé;Gabon;45;2014
Melnikov Permafrost Institute of the Siberian Branch of the Russian Academy of Science;Russia;12;2014
Vysoká Škola Zdravotníctva a Sociálnej Práce sv. Alžbety;Slovakia;44;2014
Indus University;India;46;2014
Gifu University of Medical Science;Japan;24;2014
Fashion Institute of Technology;United States;26;2014
Steinbeis University Berlin;Germany;60;2014
Woodbury University;United States;39;2014
Angeles University Foundation;Philippines;16;2014
Mbeya University of Science and Technology;Tanzania;12;2014
Ferghana State University;Uzbekistan;4;2014
Islamic Azad University, Khoy Branch;Iran;25;2014
Latvian State Forest Research Institute "Silava";Latvia;13;2014
St Mary's University College;United Kingdom;37;2014
IILM Institute for Higher Education;India;19;2014
Institute for Social Research;Croatia;30;2014
École nationale supérieure des sciences de l'information et des bibliothèques;France;34;2014
Second Affiliated Hospital of Xinjiang Medical University;China;40;2014
Lianyungang Technical College;China;21;2014
Changzhou Institute of Mechatronic Technology;China;38;2014
Murmansk Arctic State University;Russia;5;2014
Tung Wah College;Hong Kong;14;2014
Sarajevo School of Science and Technology;Bosnia and Herzegovina;22;2014
Sul Ross State University;United States;16;2014
Horizon College and Seminary;Canada;5;2014
École Nationale Supérieure de Céramique Industrielle;France;37;2014
University of Computer Studies Yangon;Myanmar;30;2014
Instituto Mauá de Tecnologia;Brazil;30;2014
Northampton College;United Kingdom;2;2014
East Asia School of Theology;Singapore;0;2014
New Uzbekistan University;Uzbekistan;0;2014
Shinawatra University;Thailand;24;2014
National Ribat University;Sudan;31;2014
Gulistan State University;Uzbekistan;2;2014
The All-Russian State University of Justice;Russia;5;2014
Sardar Bahadur Khan Women's University;Pakistan;7;2014
National Institute of Science and Technology;Indonesia;21;2014
Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego;Poland;34;2014
Universidad Nacional de Piura;Peru;23;2014
Texila American University;Guyana;3;2014
Fenerbahçe University;Türkiye;0;2014
Nanjing University of the Arts;China;15;2014
Kabale University;Uganda;3;2014
National Institute of Technology, Akashi College;Japan;39;2014
Centro Universitário de Formiga;Brazil;42;2014
Institute of Information Science;Slovenia;41;2014
Bethlehem Area School District;United States;38;2014
Fridtjof Nansen Institute;Norway;33;2014
Baylor School;United States;21;2014
Azerbaijan State Pedagogical University;Azerbaijan;6;2014
Universitas Darma Persada;Indonesia;7;2014
Rhode Island School of Design;United States;27;2014
Brazilian Naval School;Brazil;17;2014
Institut Teknologi Medan;Indonesia;12;2014
Université Alioune Diop de Bambey;Senegal;10;2014
El Colegio Mexiquense;Mexico;33;2014
Takamatsu University;Japan;29;2014
University of Koudougou;Burkina Faso;10;2014
Sadat Academy for Management Sciences;Egypt;23;2014
Ural State University of Railway Transport;Russia;12;2014
National Institute of Technology, Ichinoseki College;Japan;31;2014
Academy of Management;United States;20;2014
Anton de Kom University of Suriname;Suriname;16;2014
Cluster University Srinagar;India;8;2014
National Institute of Technology, Kisarazu College;Japan;37;2014
University of St. Thomas - Texas;United States;42;2014
University College Lillebaelt;Denmark;23;2014
University of Alaska System;United States;32;2014
Ostbayerische Technische Hochschule Amberg-Weiden;Germany;45;2014
Technical University of Applied Sciences Lübeck;Germany;32;2014
Mohi-ud-Din Islamic University;Pakistan;2;2014
École des Hautes Études Commerciales;Algeria;26;2014
Universidad Internacional SEK;Ecuador;14;2014
Bennington College;United States;14;2014
Coe College;United States;39;2014
Guru Kashi University;India;18;2014
Institut de Recherche et de Documentation en Économie de la Santé;France;39;2014
Transylvania University;United States;57;2014
Christian Brothers University;United States;27;2014
Euphrosyne Polotskaya State University;Belarus;2;2014
Viterbo University;United States;27;2014
Veer Surendra Sai Medical College and Hospital;India;26;2014
Pontifical University of the Holy Cross;Italy;26;2014
Mercatorum University;Italy;23;2014
Global Academy of Technology;India;7;2014
Tay Nguyen University;Vietnam;20;2014
Universidad de Morón;Argentina;27;2014
C. U. Shah University;India;42;2014
Russian Customs Academy;Russia;11;2014
Korkyt Ata Kyzylorda State University;Kazakhstan;11;2014
West Suffolk College;United Kingdom;13;2014
Islamic Azad University of Chalous;Iran;73;2014
University of Niigata Prefecture;Japan;46;2014
State University of Bangladesh;Bangladesh;21;2014
Grambling State University;United States;17;2014
Sakhalin State University;Russia;19;2014
Raffles Institution;Singapore;37;2014
Faculdade de Administração Ciências Educação e Letras;Brazil;105;2014
American University of Antigua;Antigua and Barbuda;17;2014
Nagano University;Japan;33;2014
Cooch Behar Panchanan Barma University;India;4;2014
Maharashtra Institute of Medical Science and Research;India;33;2014
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin;Russia;7;2014
Mukachevo State University;Ukraine;4;2014
Institut Teknologi dan Sains Mandala;Indonesia;36;2014
Middle Georgia State College;United States;23;2014
Bulacan State University;Philippines;16;2014
Sunyani Technical University;Ghana;12;2014
George Washington University Virginia Campus;United States;31;2014
Samuel Merritt University;United States;38;2014
Aims Community College;United States;46;2014
Russian State University for Physical Education Sport Youth and Tourism;Russia;9;2014
West Kazakhstan Marat Ospanov State Medical University;Kazakhstan;10;2014
Elizade University;Nigeria;13;2014
Southern New Hampshire University;United States;33;2014
Academy of Medicine;Singapore;23;2014
Tezukayama University;Japan;27;2014
Moscow State Aviation Technological University;Russia;54;2014
École Nationale Supérieure d’Informatique pour l’Industrie et l’Entreprise;France;27;2014
University of Science and Technology of Fujairah;United Arab Emirates;0;2014
Dickinson State University;United States;26;2014
Kobe College;Japan;14;2014
Istanbul Şehir University;Türkiye;56;2014
Thomas More University;United States;29;2014
Universidade Lusófona do Porto;Portugal;18;2014
Instituto Federal do Acre;Brazil;16;2014
Kyushu University of Health and Welfare;Japan;32;2014
Martin University;United States;34;2014
Çağ University;Türkiye;29;2014
Indira Gandhi Government Medical College & Hospital;India;15;2014
Universität Bayern;Germany;25;2014
Institute of Marine Engineering;Italy;19;2014
Institut Kesenian Makassar;Indonesia;10;2014
Centre du Droit de l'Entreprise;France;11;2014
Omar Bongo University;Gabon;24;2014
Maldives National University;Maldives;15;2014
Universidad de Congreso;Argentina;15;2014
Universitas Pancasakti Makassar;Indonesia;4;2014
National Institute of Technology, Tsuruoka College;Japan;27;2014
Capitol Technology University;United States;27;2014
Pontifical University Antonianum;Italy;11;2014
Shandong Youth University of Political Science;China;25;2014
Samara State Transport University;Russia;8;2014
Yunnan Open University;China;34;2014
Universitas Mulia;Indonesia;4;2014
Wheelock College;United States;30;2014
Phillips University;United States;18;2014
Hokkaido Information University;Japan;31;2014
Saint Petersburg University of Management and Economics;Russia;3;2014
Otaru University of Commerce;Japan;26;2014
Wheeling Jesuit University;United States;42;2014
Virginia College;United States;45;2014
Washington and Jefferson College;United States;28;2014
Nizhnevartovsk State University;Russia;16;2014
Gian Sagar Medical College and Hospital;India;84;2014
Southwestern Oklahoma State University;United States;33;2014
Uttarakhand Ayurved University;India;1;2014
Universitas Purwakarta;Indonesia;7;2014
Universidade Estadual da Zona Oeste;Brazil;66;2014
Universitas Mathla'ul Anwar Banten;Indonesia;2;2014
University of Asia and the Pacific;Philippines;27;2014
Fore School of Management;India;25;2014
State University of Land Use Planning;Russia;9;2014
Escuela Superior de Administración Pública;Colombia;39;2014
Nürtingen-Geislingen University of Applied Science;Germany;22;2014
Shanghai Open University;China;20;2014
University Of Information Technology;Myanmar;12;2014
Indian Institute of Information Technology and Management, Kerala;India;26;2014
Kantonsschule Olten;Switzerland;21;2014
Los Angeles Unified School District;United States;14;2014
Maharishi International University;United States;13;2014
Presbyterian University, Ghana;Ghana;28;2014
Neapolis University Pafos;Cyprus;12;2014
Shenzhen Radio and TV University;China;26;2014
Avondale University;Australia;56;2014
Musashino Academia Musicae;Japan;7;2014
Chongqing Vocational and Technical University of Mechatronics;China;63;2014
Ghent University Global Campus;South Korea;11;2014
École Supérieure d'Électronique de l'Ouest;France;25;2014
Otemon Gakuin University;Japan;26;2014
Kabarak University;Kenya;21;2014
Kamdhenu University;India;1;2014
Quzhou College of Technology;China;16;2014
Université Pédagogique Nationale;DR Congo;29;2014
St.Tikhon's Orthodox University;Russia;24;2014
North-Caucasian Mining and Metallurgical Institute;Russia;17;2014
Codarts Rotterdam;The Netherlands;31;2014
Tonbridge School;United Kingdom;22;2014
Punjab Institute of Medical Sciences;India;24;2014
Shandong Police College;China;17;2014
Universitas Sains dan Teknologi Komputer;Indonesia;0;2014
Liaoning University of International Business and Economics;China;46;2014
Portuguese Military Academy;Portugal;28;2014
Barcelona Graduate School of Mathematics;Spain;11;2014
University of Finance - Marketing;Vietnam;3;2014
Xingyi Normal University for Nationalities;China;52;2014
Montgomery College;United States;18;2014
North Seattle College;United States;33;2014
Islamic Azad University Ilam Branch;Iran;56;2014
Centro Universitário de Sete Lagoas;Brazil;25;2014
Regis College;United States;20;2014
Kenya Methodist University;Kenya;20;2014
Africa University;Zimbabwe;34;2014
Kokshetau State University;Kazakhstan;10;2014
Vietnam National University of Forestry;Vietnam;13;2014
Universidad Nacional Experimental de los Llanos Occidentales Ezequiel Zamora;Venezuela;10;2014
Rosenheim Technical University of Applied Sciences;Germany;8;2014
National Institute of Technology, Miyakonojo College;Japan;15;2014
Vinoba Bhave University;India;22;2014
Afeka College of Engineering;Israel;37;2014
École Nationale d'Ingénieurs de Tarbes;France;24;2014
J. F. Oberlin University;Japan;31;2014
McKendree University;United States;13;2014
IIHMR University;India;10;2014
University of Valley Forge;United States;11;2014
Carnegie Mellon University Qatar;Qatar;54;2014
Rajasthan University of Veterinary and Animal Sciences;India;13;2014
Unitelma Sapienza University;Italy;20;2014
University of Torbat Heydarieh;Iran;42;2014
Universidad Adventista de Chile;Chile;9;2014
Universidad Nacional Experimental del Táchira;Venezuela;39;2014
Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth;India;28;2014
New England Institute of Art;United States;32;2014
Hemchandracharya North Gujarat University;India;34;2014
Wenzhou Vocational College of Science and Technology;China;30;2014
Sultan Sharif Ali Islamic University;Brunei;4;2014
Universidad Autónoma de Colombia;Colombia;60;2014
Mitchell College;United States;11;2014
University of Minnesota, Waseca;United States;14;2014
Fatima Mata National College;India;36;2014
Moscow University of the Ministry of Internal Affairs of Russia;Russia;2;2014
Kangda College of Nanjing Medical University;China;1;2014
Purbanchal University;Nepal;14;2014
Konan Women's University;Japan;26;2014
Military Institute;Russia;28;2014
Antwerp Management School;Belgium;26;2014
Maikop State Technological University;Russia;3;2014
Pushkin State Russian language Institute;Russia;8;2014
Saint-Petersburg State Agrarian University;Russia;7;2014
Athenaeum University;Romania;6;2014
Moscow State University of Environmental Engineering;Russia;36;2014
Lincoln University - Missouri;United States;34;2014
Government Medical College Bhavnagar;India;30;2014
Mykolaiv V.O. Sukhomlynskyi National University;Ukraine;9;2014
Mahatma Gandhi Mission Institute of Health Sciences;India;14;2014
Islamic Azad University, Jahrom Branch;Iran;72;2014
Universidad de la Ciénega;Mexico;30;2014
Gwangju Health University;South Korea;42;2014
Rajasthan University of Health Sciences;India;27;2014
Franklin Pierce University;United States;28;2014
Friedensau Adventist University;Germany;32;2014
Kunstakademie Düsseldorf;Germany;12;2014
Universitas Nahdlatul Wathan Mataram;Indonesia;6;2014
Rockhurst University;United States;19;2014
University of Cape Verde;Cabo Verde;37;2014
Podillya State Agrarian and Engineering University;Ukraine;2;2014
Batangas State University;Philippines;12;2014
Sarsen Amanzholov East Kazakhstan University;Kazakhstan;8;2014
Universidad de la Empresa;Uruguay;34;2014
Admiral Ushakov State Maritime University;Russia;9;2014
Far Eastern University;Philippines;3;2014
Epoka University;Albania;53;2014
Islamic Azad University, Abhar Branch;Iran;42;2014
Singhania University;India;60;2014
Armenian National Agrarian University;Armenia;19;2014
Chechen State Pedagogical Institute;Russia;1;2014
Ajayi Crowther University;Nigeria;29;2014
Université de Maradi;Niger;26;2014
Harding University Main Campus;United States;35;2014
Changzhou Vocational Institute of Textile and Garment;China;33;2014
Far Eastern State Medical University;Russia;12;2014
Universidad Regional Amazónica IKIAM;Ecuador;3;2014
University of Alkafeel;Iraq;1;2014
Tehran University of Art;Iran;20;2014
Grozny State Oil Technical University named after Academician MD Millionshtchikov;Russia;6;2014
Lycoming College;United States;20;2014
Argosy University;United States;70;2014
National University «Odesa Maritime Academy»;Ukraine;14;2014
Pyatigorsk State University;Russia;6;2014
Florida Southern College;United States;29;2014
Osaka Shoin Women's University;Japan;22;2014
Montana State University Billings;United States;29;2014
Uttara University;Bangladesh;33;2014
University of Kordofan;Sudan;35;2014
University of the Thai Chamber of Commerce;Thailand;47;2014
Hollins University;United States;23;2014
Daito Bunka University;Japan;41;2014
Mount St. Mary's University;United States;25;2014
University of Arkansas – Fort Smith;United States;17;2014
Osaka Ohtani University;Japan;35;2014
Sweet Briar College;United States;16;2014
Cecil College;United States;31;2014
Maitama Sule University Kano;Nigeria;7;2014
Gansu Normal University for Nationalities;China;50;2014
Manash Kozybayev North Kazakhstan University;Kazakhstan;8;2014
Daegu Health College;South Korea;58;2014
Bastyr University;United States;39;2014
Universitas Nusantara Manado;Indonesia;12;2014
Nawroz University;Iraq;6;2014
Corporación Universitaria Lasallista;Colombia;69;2014
Lock Haven University;United States;30;2014
Tashkent Financial Institute;Uzbekistan;7;2014
Jefferson College of Health Sciences;United States;22;2014
Ecole d'Ingénieurs de PURPAN;France;26;2014
Volodymyr Vynnychenko Central Ukrainian State University;Ukraine;9;2014
Albanian University;Albania;25;2014
Hachinohe National College of Technology;Japan;19;2014
Universitas Gajah Putih;Indonesia;6;2014
Universidad Nacional Intercultural de la Amazonía;Peru;10;2014
Lviv National Agrarian University;Ukraine;25;2014
National Tainan Institute of Nursing;Taiwan;28;2014
Yuhan University;South Korea;34;2014
Tokoha Gakuen University;Japan;41;2014
Instituto Superior de Teologia Aplicada;Brazil;67;2014
Baba Mastnath University;India;7;2014
West Virginia School of Osteopathic Medicine;United States;35;2014
Sol Plaatje University;South Africa;2;2014
University of Modern Sciences;United Arab Emirates;27;2014
Tuxtla Gutierrez Institute of Technology;Mexico;18;2014
Institut Informatika Indonesia;Indonesia;18;2014
National Institute of Technology, Kushiro College;Japan;16;2014
Guilford Technical Community College;United States;22;2014
Guangxi Normal University for Nationalities;China;51;2014
Shazhou Professional Institute Of Technology;China;30;2014
Hồng Đức University;Vietnam;12;2014
Orange County School;United States;15;2014
National University of Avellaneda;Argentina;16;2014
Yu Da University;Taiwan;30;2014
Nazareth College;United States;29;2014
Jundi-Shapur University of Technology;Iran;26;2014
Protestant Theological University;The Netherlands;37;2014
Latin American School of Medicine;Cuba;132;2014
National Institute of Technology, Sasebo College;Japan;20;2014
Gokhale Institute of Politics and Economics;India;26;2014
Surigao del Sur State University;Philippines;31;2014
Murshidabad Medical College and Hospital;India;51;2014
Moscow State Technical University of Civil Aviation;Russia;9;2014
ESIEE Paris;France;33;2014
Assiut University Hospitals;Egypt;25;2014
Research School for Medieval Studies;The Netherlands;24;2014
University Elmergib;Libya;22;2014
Islamic Azad University of Gachsaran;Iran;87;2014
Fujian Institute of Education;China;12;2014
Holy Cross University;Poland;31;2014
Universidad de Ciencias Pedagógicas Enrique José Varona;Cuba;23;2014
Alabama College of Osteopathic Medicine;United States;5;2014
University B.T. & Evening College;India;27;2014
University College of Northern Denmark;Denmark;26;2014
Universidad Católica Redemptoris Mater;Nicaragua;18;2014
Mary Immaculate College;Ireland;15;2014
Wofford College;United States;31;2014
Stephens College;United States;12;2014
École Nationale de la Statistique et de l'Analyse de l'Information;France;14;2014
Polytechnic of Međimurje in Čakovec;Croatia;46;2014
Universitas Sahid Surakarta;Indonesia;22;2014
Royal Military College Saint-Jean;Canada;22;2014
Karachi Institute of Economics and Technology;Pakistan;23;2014
Anderson University - Indiana;United States;12;2014
Universitas Boyolali;Indonesia;7;2014
College of Business and Technology;United States;38;2014
Danube Private University;Austria;15;2014
Fundação de Apoio à Escola Técnica;Brazil;50;2014
Ramin Agriculture and Natural Resources University of Khouzestan;Iran;66;2014
National Institute for Research and Development for Industrial Ecology;Romania;12;2014
Kibi International University;Japan;32;2014
Northcentral University;United States;52;2014
Escuela Colombiana de Carreras Industriales;Colombia;39;2014
Jatiya Kabi Kazi Nazrul Islam University;Bangladesh;14;2014
Institut Supérieur de Biotechnologie de Sfax;Tunisia;45;2014
Tabriz Islamic Arts University;Iran;15;2014
Central Maine Community College;United States;70;2014
T.H. Shevchenko National University "Chernihiv Colehium";Ukraine;4;2014
Islamic Azad University, Bojnourd Branch;Iran;21;2014
Northern State University;United States;24;2014
University of Halabja;Iraq;1;2014
Nishinippon Institute of Technology;Japan;30;2014
Kühne Logistics University;Germany;37;2014
Invertis University;India;13;2014
Indian Institute of Management Tiruchirappalli;India;17;2014
Universitas Kristen Indonesia Paulus;Indonesia;1;2014
University of Juba;South Sudan;23;2014
Instituto de Altos Estudios Nacionales;Ecuador;44;2014
Emergency University;United States;52;2014
Adamson University;Philippines;8;2014
Universitas Gajayana Malang;Indonesia;4;2014
Hartpury University;United Kingdom;15;2014
Universidad de Ciencias Pedagógicas José de la Luz Caballero;Cuba;85;2014
Univerzitet Privredna akademija u Novom Sadu;Serbia;10;2014
Renaissance Computing Institute;United States;29;2014
National Experimental University of the Armed Forces;Venezuela;32;2014
University of Mount Union;United States;10;2014
Taegu Science University;South Korea;19;2014
Houston Christian University;United States;41;2014
Cégep de Chicoutimi;Canada;9;2014
Sadjad University of Technology;Iran;69;2014
Mahatma Gandhi Institute of Technology;India;27;2014
Westminster International University in Tashkent;Uzbekistan;7;2014
Elizabeth City State University;United States;40;2014
National Academy of Governance;Mongolia;24;2014
Artesis Plantijn Hogeschool Antwerpen;Belgium;25;2014
Saint Martin's University;United States;19;2014
Meru University of Science and Technology;Kenya;16;2014
Jining Normal University;China;18;2014
École Supérieure des Techniques Aéronautiques et de Construction Automobile;France;45;2014
Collegium Mazovia Innowacyjna Szkoła Wyższa;Poland;17;2014
Guangzhou College of Commerce;China;3;2014
Manukau Institute of Technology;New Zealand;40;2014
Hong Kong Institute of Vocational Education;Hong Kong;42;2014
Russian State Vocational Pedagogical University;Russia;8;2014
University of Applied Sciences Leiden;The Netherlands;42;2014
China Academy of Art;China;17;2014
Suzhou Polytechnic Institute of Agriculture;China;43;2014
Instituto Tecnológico de Culiacán;Mexico;29;2014
Nishikyushu University;Japan;39;2014
Wiltshire College;United Kingdom;33;2014
United States International University Africa;Kenya;15;2014
Amran University;Yemen;23;2014
Vietnamese-German University;Vietnam;17;2014
Meredith College;United States;18;2014
St. Petersburg University of the Ministry of Internal Affairs of Russia;Russia;2;2014
Accra Technical University;Ghana;32;2014
Universidad Don Bosco;El Salvador;13;2014
Wakayama Prefectural Tanabe High School;Japan;1;2014
Hebei Finance University;China;50;2014
University of Elbasan;Albania;67;2014
Universidad de Oriente;El Salvador;32;2014
Tashkent Chemical-Technological Institute;Uzbekistan;4;2014
Humanitas University in Sosnowiec;Poland;31;2014
Achucarro Basque Center for Neuroscience;Spain;18;2014
Center for Migration Studies of New York;United States;73;2014
Centre Technique Interprofessionnel des Oléagineux Métropolitains;France;39;2014
Odessa State Environmental University;Ukraine;47;2014
WSB Merito University in Torun;Poland;51;2014
Instituto de Psicologia Comportamental de São Carlos;Brazil;37;2014
Black Hills State University;United States;31;2014
Krasnodar University of Ministry of Internal Affairs of Russia;Russia;3;2014
Indian Institute of Information Technology, Pune;India;31;2014
Universidad La Salle;Mexico;15;2014
INSA Hauts-de-France;France;2;2014
Indian Institute of Management Udaipur;India;33;2014
International Psychoanalytic University Berlin;Germany;33;2014
Khabarovsk State University of Economics and Law;Russia;5;2014
Pilot University of Colombia;Colombia;47;2014
Washtenaw Community College;United States;24;2014
National Police Academy;Japan;100;2014
Islamic Azad University, Omidieh Branch;Iran;46;2014
Facultad Latinoamericana de Ciencias México;Mexico;27;2014
Institut Agama Islam Negeri Metro Lampung;Indonesia;2;2014
Franklin College;United States;9;2014
Bethany College - West Virginia;United States;11;2014
Kokugakuin University;Japan;21;2014
Open University of China;China;35;2014
Atlantic University;United States;18;2014
National Institute of Technology Akita College;Japan;22;2014
Meenakshi Medical College Hospital and Research Institute;India;27;2014
Hunan Women'S University;China;33;2014
Sindh Madressatul Islam University;Pakistan;16;2014
University of Applied Sciences Biberach;Germany;14;2014
Roland Institute of Pharmaceutical Sciences;India;34;2014
Malta College of Arts, Science and Technology;Malta;16;2014
Fairmont State University;United States;10;2014
Hetman Petro Sahaidachnyi National Army Academy;Ukraine;11;2014
Houston Independent School District;United States;19;2014
Meiji University of Integrative Medicine;Japan;19;2014
University College Birmingham;United Kingdom;22;2014
Bhailalbhai and Bhikhabhai Institute of Technology;India;21;2014
